Fecha,APP ID,Game Name,Device,Total Registered Members,Total Verified Members,Newly Registered Members,Newly Verified Members,Newly Unregistered Members,Descargas,DAU,ARPDAU,Charged UU,Oro_Gastado,ARPU,ARPPU,Complimentary Gold Spent,Ingresos_USD,Oro_Gastado_USD,Juego
2023-05-09,50784,Eros Fantasy,TOTAL,325839,132115,265,92,1,63,3635,20.13,26,73179,0.22,2814.58,0,731.79,731.79,Proyecto Aurora
2023-05-10,50784,Eros Fantasy,TOTAL,326163,132238,324,123,0,62,3663,32.43,29,118797,0.36,4096.45,0,1187.97,1187.97,Proyecto Aurora
2023-05-11,50784,Eros Fantasy,TOTAL,326482,132360,319,122,0,75,3547,11.75,12,41680,0.13,3473.33,0,416.8,416.8,Proyecto Aurora
2023-05-12,50784,Eros Fantasy,TOTAL,326790,132486,308,126,0,56,3455,37.01,22,127879,0.39,5812.68,0,1278.79,1278.79,Proyecto Aurora
2023-05-13,50784,Eros Fantasy,TOTAL,327099,132599,309,113,0,73,3367,25.1,26,84496,0.26,3249.85,0,844.96,844.96,Proyecto Aurora
2023-05-14,50784,Eros Fantasy,TOTAL,327449,132724,350,125,0,60,3448,21.22,23,73177,0.22,3181.61,0,731.77,731.77,Proyecto Aurora
2023-05-15,50784,Eros Fantasy,TOTAL,327640,132796,192,72,1,52,3311,13.11,12,43423,0.13,3618.58,0,434.23,434.23,Proyecto Aurora
2023-05-16,50784,Eros Fantasy,TOTAL,327876,132883,236,87,0,55,3345,9.96,15,33315,0.1,2221.0,0,333.15,333.15,Proyecto Aurora
2023-05-17,50784,Eros Fantasy,TOTAL,328071,132962,195,79,0,56,3284,11.93,15,39169,0.12,2611.27,0,391.69,391.69,Proyecto Aurora
2023-05-18,50784,Eros Fantasy,TOTAL,328285,133055,214,93,0,88,3338,16.02,15,53484,0.16,3565.6,0,534.84,534.84,Proyecto Aurora
2023-05-19,50784,Eros Fantasy,TOTAL,328571,133160,286,105,0,96,3342,25.56,25,85427,0.26,3417.08,0,854.27,854.27,Proyecto Aurora
2023-05-20,50784,Eros Fantasy,TOTAL,328871,133258,301,98,1,65,3360,9.22,12,30992,0.09,2582.67,0,309.92,309.92,Proyecto Aurora
2023-05-21,50784,Eros Fantasy,TOTAL,329255,133365,384,107,0,58,3501,9.69,17,33940,0.1,1996.47,0,339.4,339.4,Proyecto Aurora
2023-05-22,50784,Eros Fantasy,TOTAL,329579,133486,324,121,0,56,3530,18.24,16,64389,0.2,4024.31,0,643.89,643.89,Proyecto Aurora
2023-05-23,50784,Eros Fantasy,TOTAL,329900,133614,321,128,0,60,3560,13.02,13,46341,0.14,3564.69,0,463.41,463.41,Proyecto Aurora
2023-05-24,50784,Eros Fantasy,TOTAL,330230,133732,331,118,1,67,3502,8.72,13,30545,0.09,2349.62,0,305.45,305.45,Proyecto Aurora
2023-05-25,50784,Eros Fantasy,TOTAL,330481,133815,251,83,0,46,3418,10.58,13,36147,0.11,2780.54,0,361.47,361.47,Proyecto Aurora
2023-05-26,50784,Eros Fantasy,TOTAL,330735,133901,254,86,0,97,3470,79.22,74,274899,0.83,3714.85,0,2748.99,2748.99,Proyecto Aurora
2023-05-27,50784,Eros Fantasy,TOTAL,331713,134240,980,339,2,281,4240,57.65,61,244442,0.74,4007.25,0,2444.42,2444.42,Proyecto Aurora
2023-05-28,50784,Eros Fantasy,TOTAL,332334,134454,623,214,2,128,4068,27.86,38,113346,0.34,2982.79,0,1133.46,1133.46,Proyecto Aurora
2023-05-29,50784,Eros Fantasy,TOTAL,332818,134636,484,182,0,84,3905,39.1,36,152694,0.46,4241.5,0,1526.94,1526.94,Proyecto Aurora
2023-05-30,50784,Eros Fantasy,TOTAL,333366,134842,548,206,0,137,4020,18.56,31,74598,0.22,2406.39,0,745.98,745.98,Proyecto Aurora
2023-05-31,50784,Eros Fantasy,TOTAL,333752,134993,386,151,0,134,3961,9.2,23,36447,0.11,1584.65,0,364.47,364.47,Proyecto Aurora
2023-06-01,50784,Eros Fantasy,TOTAL,334162,135113,412,120,2,81,4017,11.31,21,45450,0.14,2164.29,0,454.5,454.5,Proyecto Aurora
2023-06-02,50784,Eros Fantasy,TOTAL,334642,135287,480,174,0,97,4084,25.65,32,104738,0.31,3273.06,0,1047.38,1047.38,Proyecto Aurora
2023-06-03,50784,Eros Fantasy,TOTAL,335235,135501,594,214,1,127,4127,16.0,40,66014,0.2,1650.35,0,660.14,660.14,Proyecto Aurora
2023-06-04,50784,Eros Fantasy,TOTAL,335841,135727,606,226,0,125,4218,28.91,39,121953,0.36,3127.0,0,1219.53,1219.53,Proyecto Aurora
2023-06-05,50784,Eros Fantasy,TOTAL,336400,135924,561,197,2,108,4229,11.71,26,49528,0.15,1904.92,0,495.28,495.28,Proyecto Aurora
2023-06-06,50784,Eros Fantasy,TOTAL,336800,136075,401,151,1,57,4054,16.31,28,66119,0.2,2361.39,0,661.19,661.19,Proyecto Aurora
2023-06-07,50784,Eros Fantasy,TOTAL,337441,136333,641,258,0,145,4349,19.81,30,86149,0.26,2871.63,0,861.49,861.49,Proyecto Aurora
2023-06-08,50784,Eros Fantasy,TOTAL,337864,136491,423,158,0,83,4169,17.47,31,72838,0.22,2349.61,0,728.38,728.38,Proyecto Aurora
2023-06-09,50784,Eros Fantasy,TOTAL,338554,136733,690,242,0,175,4362,41.57,64,181339,0.54,2833.42,0,1813.39,1813.39,Proyecto Aurora
2023-06-10,50784,Eros Fantasy,TOTAL,339136,136934,582,201,0,84,4322,7.7,26,33294,0.1,1280.54,0,332.94,332.94,Proyecto Aurora
2023-06-11,50784,Eros Fantasy,TOTAL,339696,137129,560,195,0,79,4407,22.29,29,98238,0.29,3387.52,0,982.38,982.38,Proyecto Aurora
2023-06-12,50784,Eros Fantasy,TOTAL,340237,137339,542,210,1,101,4425,7.41,17,32792,0.1,1928.94,0,327.92,327.92,Proyecto Aurora
2023-06-13,50784,Eros Fantasy,TOTAL,340694,137508,457,169,0,75,4293,18.31,22,78588,0.23,3572.18,0,785.88,785.88,Proyecto Aurora
2023-06-14,50784,Eros Fantasy,TOTAL,341108,137656,414,148,0,107,4331,8.07,19,34939,0.1,1838.89,0,349.39,349.39,Proyecto Aurora
2023-06-15,50784,Eros Fantasy,TOTAL,341541,137811,433,155,0,137,4350,18.64,22,81099,0.24,3686.32,0,810.99,810.99,Proyecto Aurora
2023-06-16,50784,Eros Fantasy,TOTAL,341941,137929,400,118,0,136,4073,8.24,16,33578,0.1,2098.63,0,335.78,335.78,Proyecto Aurora
2023-06-17,50784,Eros Fantasy,TOTAL,342270,138052,330,123,1,82,3889,12.03,16,46782,0.14,2923.88,0,467.82,467.82,Proyecto Aurora
2023-06-18,50784,Eros Fantasy,TOTAL,342635,138184,365,132,0,72,3945,10.45,13,41236,0.12,3172.0,0,412.36,412.36,Proyecto Aurora
2023-06-19,50784,Eros Fantasy,TOTAL,343009,138317,375,133,1,82,3959,13.65,14,54037,0.16,3859.79,0,540.37,540.37,Proyecto Aurora
2023-06-20,50784,Eros Fantasy,TOTAL,343390,138447,381,130,0,106,3976,2.79,6,11098,0.03,1849.67,0,110.98,110.98,Proyecto Aurora
2023-06-21,50784,Eros Fantasy,TOTAL,343707,138564,318,117,1,99,3828,2.4,7,9196,0.03,1313.71,0,91.96,91.96,Proyecto Aurora
2023-06-22,50784,Eros Fantasy,TOTAL,343989,138656,282,92,0,98,3741,4.6,10,17194,0.05,1719.4,0,171.94,171.94,Proyecto Aurora
2023-06-23,50784,Eros Fantasy,TOTAL,344324,138776,335,120,0,91,3869,8.51,8,32938,0.1,4117.25,0,329.38,329.38,Proyecto Aurora
2023-06-24,50784,Eros Fantasy,TOTAL,344698,138907,375,131,1,109,3793,5.29,9,20047,0.06,2227.44,0,200.47,200.47,Proyecto Aurora
2023-06-25,50784,Eros Fantasy,TOTAL,345014,139026,316,119,0,74,3723,3.59,5,13349,0.04,2669.8,0,133.49,133.49,Proyecto Aurora
2023-06-26,50784,Eros Fantasy,TOTAL,345322,139138,308,112,0,71,3776,5.8,11,21890,0.06,1990.0,0,218.9,218.9,Proyecto Aurora
2023-06-27,50784,Eros Fantasy,TOTAL,345648,139271,327,133,1,77,3778,60.85,57,229889,0.67,4033.14,0,2298.89,2298.89,Proyecto Aurora
2023-06-28,50784,Eros Fantasy,TOTAL,346752,139683,1105,412,1,237,4722,24.33,29,114896,0.33,3961.93,0,1148.96,1148.96,Proyecto Aurora
2023-06-29,50784,Eros Fantasy,TOTAL,347343,139908,591,225,0,145,4355,41.6,37,181169,0.52,4896.46,0,1811.69,1811.69,Proyecto Aurora
2023-06-30,50784,Eros Fantasy,TOTAL,348015,140156,675,248,3,168,4445,50.23,40,223278,0.64,5581.95,0,2232.78,2232.78,Proyecto Aurora
2023-07-01,50784,Eros Fantasy,TOTAL,348776,140418,761,262,0,189,4433,26.22,38,116254,0.33,3059.32,0,1162.54,1162.54,Proyecto Aurora
2023-07-02,50784,Eros Fantasy,TOTAL,349401,140670,628,252,3,163,4425,38.61,37,170848,0.49,4617.51,0,1708.48,1708.48,Proyecto Aurora
2023-07-03,50784,Eros Fantasy,TOTAL,349860,140826,460,156,1,126,4320,18.06,32,78014,0.22,2437.94,0,780.14,780.14,Proyecto Aurora
2023-07-04,50784,Eros Fantasy,TOTAL,350229,140975,370,149,1,63,4275,23.83,27,101869,0.29,3772.93,0,1018.69,1018.69,Proyecto Aurora
2023-07-05,50784,Eros Fantasy,TOTAL,350707,141137,478,162,0,121,4309,13.36,28,57568,0.16,2056.0,0,575.68,575.68,Proyecto Aurora
2023-07-06,50784,Eros Fantasy,TOTAL,351083,141274,376,137,0,102,4217,25.92,29,109315,0.31,3769.48,0,1093.15,1093.15,Proyecto Aurora
2023-07-07,50784,Eros Fantasy,TOTAL,351621,141455,538,181,0,184,4389,22.72,27,99719,0.28,3693.3,0,997.19,997.19,Proyecto Aurora
2023-07-08,50784,Eros Fantasy,TOTAL,352033,141595,412,140,0,135,4139,17.46,23,72278,0.21,3142.52,0,722.78,722.78,Proyecto Aurora
2023-07-09,50784,Eros Fantasy,TOTAL,352543,141783,510,188,0,163,4341,28.23,38,122568,0.35,3225.47,0,1225.68,1225.68,Proyecto Aurora
2023-07-10,50784,Eros Fantasy,TOTAL,353202,142002,659,219,0,163,4495,21.37,10,96072,0.27,9607.2,0,960.72,960.72,Proyecto Aurora
2023-07-11,50784,Eros Fantasy,TOTAL,353605,142181,405,179,2,80,4102,11.15,15,45735,0.13,3049.0,0,457.35,457.35,Proyecto Aurora
2023-07-12,50784,Eros Fantasy,TOTAL,353890,142288,285,107,0,64,3970,2.77,10,10989,0.03,1098.9,0,109.89,109.89,Proyecto Aurora
2023-07-13,50784,Eros Fantasy,TOTAL,354192,142387,302,99,0,52,3979,4.6,8,18296,0.05,2287.0,0,182.96,182.96,Proyecto Aurora
2023-07-14,50784,Eros Fantasy,TOTAL,354498,142486,306,99,0,47,4019,17.25,71,69347,0.2,976.72,0,693.47,693.47,Proyecto Aurora
2023-07-15,50784,Eros Fantasy,TOTAL,354809,142598,311,112,0,53,3859,27.11,41,104626,0.3,2551.85,0,1046.26,1046.26,Proyecto Aurora
2023-07-16,50784,Eros Fantasy,TOTAL,355300,142766,492,168,1,100,4051,14.6,59,59145,0.17,1002.46,0,591.45,591.45,Proyecto Aurora
2023-07-17,50784,Eros Fantasy,TOTAL,355670,142907,370,141,0,67,3986,15.06,29,60044,0.17,2070.48,0,600.44,600.44,Proyecto Aurora
2023-07-18,50784,Eros Fantasy,TOTAL,356022,143052,353,145,1,75,4012,17.35,50,69593,0.2,1391.86,0,695.93,695.93,Proyecto Aurora
2023-07-19,50784,Eros Fantasy,TOTAL,356325,143175,303,123,0,62,3868,11.05,34,42742,0.12,1257.12,0,427.42,427.42,Proyecto Aurora
2023-07-20,50784,Eros Fantasy,TOTAL,356656,143300,332,125,1,116,3949,15.47,60,61091,0.17,1018.18,0,610.91,610.91,Proyecto Aurora
2023-07-21,50784,Eros Fantasy,TOTAL,357079,143452,424,152,1,181,3967,23.94,64,94954,0.27,1483.66,0,949.54,949.54,Proyecto Aurora
2023-07-22,50784,Eros Fantasy,TOTAL,357533,143599,455,147,1,145,3924,14.8,37,58069,0.16,1569.43,0,580.69,580.69,Proyecto Aurora
2023-07-23,50784,Eros Fantasy,TOTAL,357895,143736,362,137,0,102,3843,11.99,24,46065,0.13,1919.38,0,460.65,460.65,Proyecto Aurora
2023-07-24,50784,Eros Fantasy,TOTAL,358251,143875,357,139,1,92,3930,8.37,23,32875,0.09,1429.35,0,328.75,328.75,Proyecto Aurora
2023-07-25,50784,Eros Fantasy,TOTAL,358596,144007,345,132,0,61,3980,10.83,27,43085,0.12,1595.74,0,430.85,430.85,Proyecto Aurora
2023-07-26,50784,Eros Fantasy,TOTAL,358886,144094,290,87,0,63,3816,11.49,22,43828,0.12,1992.18,0,438.28,438.28,Proyecto Aurora
2023-07-27,50784,Eros Fantasy,TOTAL,359276,144237,392,143,2,104,3902,8.26,18,32238,0.09,1791.0,0,322.38,322.38,Proyecto Aurora
2023-07-28,50784,Eros Fantasy,TOTAL,359841,144416,565,179,0,168,4189,73.61,60,308336,0.86,5138.93,0,3083.36,3083.36,Proyecto Aurora
2023-07-29,50784,Eros Fantasy,TOTAL,361147,144865,1307,449,1,333,4896,65.77,99,322010,0.89,3252.63,0,3220.1,3220.1,Proyecto Aurora
2023-07-30,50784,Eros Fantasy,TOTAL,361951,145197,805,332,1,163,4641,45.76,51,212353,0.59,4163.78,0,2123.53,2123.53,Proyecto Aurora
2023-07-31,50784,Eros Fantasy,TOTAL,362668,145431,718,234,1,196,4568,28.64,32,130822,0.36,4088.19,0,1308.22,1308.22,Proyecto Aurora
2023-08-01,50784,Eros Fantasy,TOTAL,363236,145615,568,184,0,188,4413,39.12,33,172622,0.48,5230.97,0,1726.22,1726.22,Proyecto Aurora
2023-08-02,50784,Eros Fantasy,TOTAL,363762,145848,527,233,1,122,4345,18.66,43,81081,0.22,1885.6,0,810.81,810.81,Proyecto Aurora
2023-08-03,50784,Eros Fantasy,TOTAL,364059,145952,297,104,0,68,4015,18.81,39,75535,0.21,1936.79,0,755.35,755.35,Proyecto Aurora
2023-08-04,50784,Eros Fantasy,TOTAL,364345,146048,287,96,1,118,3905,15.59,27,60890,0.17,2255.19,0,608.9,608.9,Proyecto Aurora
2023-08-05,50784,Eros Fantasy,TOTAL,364840,146172,495,124,0,237,3866,28.7,31,110970,0.3,3579.68,0,1109.7,1109.7,Proyecto Aurora
2023-08-06,50784,Eros Fantasy,TOTAL,365239,146299,399,127,0,99,3969,12.78,25,50741,0.14,2029.64,0,507.41,507.41,Proyecto Aurora
2023-08-07,50784,Eros Fantasy,TOTAL,365572,146396,333,97,0,52,3914,9.71,21,37993,0.1,1809.19,0,379.93,379.93,Proyecto Aurora
2023-08-08,50784,Eros Fantasy,TOTAL,365915,146513,343,117,0,71,3847,12.19,22,46892,0.13,2131.45,0,468.92,468.92,Proyecto Aurora
2023-08-09,50784,Eros Fantasy,TOTAL,366291,146651,377,138,1,73,3858,13.58,21,52391,0.14,2494.81,0,523.91,523.91,Proyecto Aurora
2023-08-10,50784,Eros Fantasy,TOTAL,366672,146782,382,131,1,62,3806,19.73,22,75092,0.21,3413.27,0,750.92,750.92,Proyecto Aurora
2023-08-11,50784,Eros Fantasy,TOTAL,366975,146883,303,101,0,54,3648,15.03,20,54836,0.15,2741.8,0,548.36,548.36,Proyecto Aurora
2023-08-12,50784,Eros Fantasy,TOTAL,367351,147032,376,149,0,80,3619,10.9,14,39437,0.11,2816.93,0,394.37,394.37,Proyecto Aurora
2023-08-13,50784,Eros Fantasy,TOTAL,367665,147131,314,99,0,57,3569,5.41,14,19294,0.05,1378.14,0,192.94,192.94,Proyecto Aurora
2023-08-14,50784,Eros Fantasy,TOTAL,367970,147248,305,117,0,75,3549,10.89,13,38634,0.11,2971.85,0,386.34,386.34,Proyecto Aurora
2023-08-15,50784,Eros Fantasy,TOTAL,368303,147362,333,114,0,75,3518,11.2,12,39388,0.11,3282.33,0,393.88,393.88,Proyecto Aurora
2023-08-16,50784,Eros Fantasy,TOTAL,368562,147453,260,91,1,54,3436,14.18,17,48734,0.13,2866.71,0,487.34,487.34,Proyecto Aurora
2023-08-17,50784,Eros Fantasy,TOTAL,368821,147558,259,105,0,74,3393,5.07,13,17195,0.05,1322.69,0,171.95,171.95,Proyecto Aurora
2023-08-18,50784,Eros Fantasy,TOTAL,369150,147689,329,131,0,100,3504,33.25,50,116496,0.32,2329.92,0,1164.96,1164.96,Proyecto Aurora
2023-08-19,50784,Eros Fantasy,TOTAL,369603,147856,454,167,1,91,3601,21.81,36,78547,0.21,2181.86,0,785.47,785.47,Proyecto Aurora
2023-08-20,50784,Eros Fantasy,TOTAL,370135,148059,532,203,0,97,3908,34.32,25,134109,0.36,5364.36,0,1341.09,1341.09,Proyecto Aurora
2023-08-21,50784,Eros Fantasy,TOTAL,370476,148181,341,122,0,58,3699,19.43,34,71856,0.19,2113.41,0,718.56,718.56,Proyecto Aurora
2023-08-22,50784,Eros Fantasy,TOTAL,370778,148312,302,131,0,65,3636,13.07,20,47518,0.13,2375.9,0,475.18,475.18,Proyecto Aurora
2023-08-23,50784,Eros Fantasy,TOTAL,371040,148401,262,89,0,53,3556,12.82,17,45573,0.12,2680.76,0,455.73,455.73,Proyecto Aurora
2023-08-24,50784,Eros Fantasy,TOTAL,371322,148500,282,99,0,56,3560,12.68,14,45126,0.12,3223.29,0,451.26,451.26,Proyecto Aurora
2023-08-25,50784,Eros Fantasy,TOTAL,371547,148588,225,88,0,42,3513,13.28,38,46652,0.13,1227.68,0,466.52,466.52,Proyecto Aurora
2023-08-26,50784,Eros Fantasy,TOTAL,371782,148671,235,83,0,41,3460,4.27,14,14786,0.04,1056.14,0,147.86,147.86,Proyecto Aurora
2023-08-27,50784,Eros Fantasy,TOTAL,372015,148755,233,84,0,42,3485,8.14,17,28384,0.08,1669.65,0,283.84,283.84,Proyecto Aurora
2023-08-28,50784,Eros Fantasy,TOTAL,372252,148834,237,79,0,57,3520,3.53,10,12440,0.03,1244.0,0,124.4,124.4,Proyecto Aurora
2023-08-29,50784,Eros Fantasy,TOTAL,372517,148928,265,94,0,67,3590,41.86,49,150291,0.4,3067.16,0,1502.91,1502.91,Proyecto Aurora
2023-08-30,50784,Eros Fantasy,TOTAL,372964,149098,447,170,0,113,3790,20.01,31,75831,0.2,2446.16,0,758.31,758.31,Proyecto Aurora
2023-08-31,50784,Eros Fantasy,TOTAL,373343,149224,379,126,0,84,3734,10.75,21,40144,0.11,1911.62,0,401.44,401.44,Proyecto Aurora
2023-09-01,50784,Eros Fantasy,TOTAL,373642,149312,299,88,0,51,3713,23.45,26,87072,0.23,3348.92,0,870.72,870.72,Proyecto Aurora
2023-09-02,50784,Eros Fantasy,TOTAL,373962,149418,320,106,0,51,3646,8.91,14,32487,0.09,2320.5,0,324.87,324.87,Proyecto Aurora
2023-09-03,50784,Eros Fantasy,TOTAL,374301,149527,340,109,1,78,3683,24.3,21,89483,0.24,4261.1,0,894.83,894.83,Proyecto Aurora
2023-09-04,50784,Eros Fantasy,TOTAL,374629,149654,329,127,1,54,3706,11.3,18,41885,0.11,2326.94,0,418.85,418.85,Proyecto Aurora
2023-09-05,50784,Eros Fantasy,TOTAL,374939,149777,310,123,0,59,3695,13.61,22,50286,0.13,2285.73,0,502.86,502.86,Proyecto Aurora
2023-09-06,50784,Eros Fantasy,TOTAL,375203,149862,264,85,0,60,3598,3.95,9,14198,0.04,1577.56,0,141.98,141.98,Proyecto Aurora
2023-09-07,50784,Eros Fantasy,TOTAL,375428,149950,225,88,0,47,3605,14.2,18,51192,0.14,2844.0,0,511.92,511.92,Proyecto Aurora
2023-09-08,50784,Eros Fantasy,TOTAL,375840,150099,412,149,0,120,3736,24.57,26,91791,0.24,3530.42,0,917.91,917.91,Proyecto Aurora
2023-09-09,50784,Eros Fantasy,TOTAL,376240,150251,401,152,1,87,3798,22.5,33,85470,0.23,2590.0,0,854.7,854.7,Proyecto Aurora
2023-09-10,50784,Eros Fantasy,TOTAL,376903,150452,663,201,0,170,4086,36.75,26,150147,0.4,5774.88,0,1501.47,1501.47,Proyecto Aurora
2023-09-11,50784,Eros Fantasy,TOTAL,377459,150644,556,192,0,105,4051,28.91,28,117111,0.31,4182.54,0,1171.11,1171.11,Proyecto Aurora
2023-09-12,50784,Eros Fantasy,TOTAL,377966,150776,508,132,1,141,3975,21.57,22,85725,0.23,3896.59,0,857.25,857.25,Proyecto Aurora
2023-09-13,50784,Eros Fantasy,TOTAL,378531,150961,567,185,2,161,3980,14.28,20,56852,0.15,2842.6,0,568.52,568.52,Proyecto Aurora
2023-09-14,50784,Eros Fantasy,TOTAL,378809,151061,278,100,0,57,3666,10.74,14,39386,0.1,2813.29,0,393.86,393.86,Proyecto Aurora
2023-09-15,50784,Eros Fantasy,TOTAL,379113,151146,304,85,0,303,3717,102.9,83,382496,1.01,4608.39,0,3824.96,3824.96,Proyecto Aurora
2023-09-16,50784,Eros Fantasy,TOTAL,380234,151484,1121,338,0,389,4455,35.42,47,157796,0.42,3357.36,0,1577.96,1577.96,Proyecto Aurora
2023-09-17,50784,Eros Fantasy,TOTAL,380697,151656,464,172,1,140,3944,20.6,32,81246,0.21,2538.94,0,812.46,812.46,Proyecto Aurora
2023-09-18,50784,Eros Fantasy,TOTAL,381154,151807,458,151,1,161,3873,18.38,33,71189,0.19,2157.24,0,711.89,711.89,Proyecto Aurora
2023-09-19,50784,Eros Fantasy,TOTAL,381535,151949,381,142,0,116,3762,28.88,32,108644,0.29,3395.13,0,1086.44,1086.44,Proyecto Aurora
2023-09-20,50784,Eros Fantasy,TOTAL,382034,152133,500,184,1,118,3922,14.74,26,57797,0.15,2222.96,0,577.97,577.97,Proyecto Aurora
2023-09-21,50784,Eros Fantasy,TOTAL,382334,152248,301,115,1,70,3729,19.44,29,72493,0.19,2499.76,0,724.93,724.93,Proyecto Aurora
2023-09-22,50784,Eros Fantasy,TOTAL,382710,152378,376,130,0,115,3744,28.16,34,105420,0.28,3100.59,0,1054.2,1054.2,Proyecto Aurora
2023-09-23,50784,Eros Fantasy,TOTAL,383073,152489,364,111,1,115,3662,12.11,24,44342,0.12,1847.58,0,443.42,443.42,Proyecto Aurora
2023-09-24,50784,Eros Fantasy,TOTAL,383350,152597,278,108,1,63,3655,15.8,22,57745,0.15,2624.77,0,577.45,577.45,Proyecto Aurora
2023-09-25,50784,Eros Fantasy,TOTAL,383659,152710,309,113,0,81,3657,11.7,16,42791,0.11,2674.44,0,427.91,427.91,Proyecto Aurora
2023-09-26,50784,Eros Fantasy,TOTAL,383945,152812,286,102,0,144,3657,21.84,22,79872,0.21,3630.55,0,798.72,798.72,Proyecto Aurora
2023-09-27,50784,Eros Fantasy,TOTAL,384381,152983,437,171,1,97,3764,27.76,26,104475,0.27,4018.27,0,1044.75,1044.75,Proyecto Aurora
2023-09-28,50784,Eros Fantasy,TOTAL,384744,153117,363,134,0,73,3664,17.99,32,65929,0.17,2060.28,0,659.29,659.29,Proyecto Aurora
2023-09-29,50784,Eros Fantasy,TOTAL,385320,153324,576,207,0,173,3818,48.66,36,185781,0.48,5160.58,0,1857.81,1857.81,Proyecto Aurora
2023-09-30,50784,Eros Fantasy,TOTAL,385842,153520,523,196,1,167,3654,24.06,29,87903,0.23,3031.14,0,879.03,879.03,Proyecto Aurora
2023-10-01,50784,Eros Fantasy,TOTAL,386353,153719,513,199,2,134,3741,46.04,30,172228,0.45,5740.93,0,1722.28,1722.28,Proyecto Aurora
2023-10-02,50784,Eros Fantasy,TOTAL,386808,153873,455,154,0,127,3672,15.06,18,55317,0.14,3073.17,1350,553.17,553.17,Proyecto Aurora
2023-10-03,50784,Eros Fantasy,TOTAL,387055,153946,248,73,1,40,3499,13.52,16,47322,0.12,2957.63,0,473.22,473.22,Proyecto Aurora
2023-10-04,50784,Eros Fantasy,TOTAL,387403,154074,348,128,0,74,3606,17.99,18,64863,0.17,3603.5,0,648.63,648.63,Proyecto Aurora
2023-10-05,50784,Eros Fantasy,TOTAL,387773,154188,370,114,0,114,3596,24.62,18,88528,0.23,4918.22,0,885.28,885.28,Proyecto Aurora
2023-10-06,50784,Eros Fantasy,TOTAL,388109,154303,336,115,0,123,3698,9.61,18,35524,0.09,1973.56,0,355.24,355.24,Proyecto Aurora
2023-10-07,50784,Eros Fantasy,TOTAL,388469,154412,360,109,0,76,3674,4.09,11,15038,0.04,1367.09,0,150.38,150.38,Proyecto Aurora
2023-10-08,50784,Eros Fantasy,TOTAL,388775,154515,306,103,0,53,3647,4.11,10,14992,0.04,1499.2,0,149.92,149.92,Proyecto Aurora
2023-10-09,50784,Eros Fantasy,TOTAL,389051,154616,276,101,0,112,3621,8.69,12,31479,0.08,2623.25,0,314.79,314.79,Proyecto Aurora
2023-10-10,50784,Eros Fantasy,TOTAL,389361,154711,310,95,0,79,3562,1.95,5,6945,0.02,1389.0,0,69.45,69.45,Proyecto Aurora
2023-10-11,50784,Eros Fantasy,TOTAL,389602,154804,243,93,2,49,3461,6.66,9,23037,0.06,2559.67,0,230.37,230.37,Proyecto Aurora
2023-10-12,50784,Eros Fantasy,TOTAL,389886,154907,285,103,1,60,3430,4.49,6,15390,0.04,2565.0,0,153.9,153.9,Proyecto Aurora
2023-10-13,50784,Eros Fantasy,TOTAL,390197,155010,311,103,0,71,3459,18.91,14,65423,0.17,4673.07,0,654.23,654.23,Proyecto Aurora
2023-10-14,50784,Eros Fantasy,TOTAL,390477,155102,281,92,1,58,3344,6.91,9,23094,0.06,2566.0,0,230.94,230.94,Proyecto Aurora
2023-10-15,50784,Eros Fantasy,TOTAL,390735,155206,258,104,0,56,3411,5.96,9,20344,0.05,2260.44,0,203.44,203.44,Proyecto Aurora
2023-10-16,50784,Eros Fantasy,TOTAL,390947,155283,212,77,0,50,3354,2.37,3,7948,0.02,2649.33,0,79.48,79.48,Proyecto Aurora
2023-10-17,50784,Eros Fantasy,TOTAL,391147,155352,200,69,0,35,3311,12.71,6,42081,0.11,7013.5,0,420.81,420.81,Proyecto Aurora
2023-10-18,50784,Eros Fantasy,TOTAL,391408,155442,261,90,0,66,3384,7.13,9,24144,0.06,2682.67,0,241.44,241.44,Proyecto Aurora
2023-10-19,50784,Eros Fantasy,TOTAL,391600,155507,192,65,0,58,3285,23.16,10,76081,0.19,7608.1,0,760.81,760.81,Proyecto Aurora
2023-10-20,50784,Eros Fantasy,TOTAL,391893,155597,294,90,1,103,3477,50.91,58,177031,0.45,3052.26,0,1770.31,1770.31,Proyecto Aurora
2023-10-21,50784,Eros Fantasy,TOTAL,392211,155703,318,106,0,77,3564,20.88,32,74431,0.19,2325.97,0,744.31,744.31,Proyecto Aurora
2023-10-22,50784,Eros Fantasy,TOTAL,392554,155833,343,130,0,67,3668,22.39,31,82127,0.21,2649.26,0,821.27,821.27,Proyecto Aurora
2023-10-23,50784,Eros Fantasy,TOTAL,392815,155926,263,93,2,44,3632,15.41,21,55981,0.14,2665.76,0,559.81,559.81,Proyecto Aurora
2023-10-24,50784,Eros Fantasy,TOTAL,393077,156011,263,85,1,49,3607,21.26,25,76681,0.2,3067.24,0,766.81,766.81,Proyecto Aurora
2023-10-25,50784,Eros Fantasy,TOTAL,393344,156104,268,93,1,60,3588,12.72,16,45634,0.12,2852.13,0,456.34,456.34,Proyecto Aurora
2023-10-26,50784,Eros Fantasy,TOTAL,393569,156187,226,83,1,94,3594,16.02,17,57581,0.15,3387.12,0,575.81,575.81,Proyecto Aurora
2023-10-27,50784,Eros Fantasy,TOTAL,393992,156319,423,132,0,167,3757,61.46,42,230910,0.59,5497.86,0,2309.1,2309.1,Proyecto Aurora
