"Date","APP ID","Game Name","Device","Total Registered Members","Total Verified Members","Newly Registered Members","Newly Verified Members","Newly Unregistered Members","Download","DAU","ARPDAU","Charged UU","Gold Spent","ARPU","ARPPU","Complimentary Gold Spent"
"2024-04-10","50784","Eros Fantasy","PC","169883","78445","50","27","0","0","1211","34.18","7","41397","0.24","5913.86","0"
"2024-04-10","50784","Eros Fantasy","TOTAL","456872","177809","202","77","0","60","3451","24.95","15","86086","0.19","5739.07","0"
"2024-04-11","50784","Eros Fantasy","ANDROID_APP","279614","99377","161","57","0","57","2282","22.24","19","50745","0.18","2670.79","0"
"2024-04-11","50784","Eros Fantasy","PC","169945","78480","62","35","0","0","1215","11.77","5","14298","0.08","2859.6","0"
"2024-04-11","50784","Eros Fantasy","TOTAL","457095","177901","223","92","0","57","3407","19.09","24","65043","0.14","2710.13","0"
"2024-04-12","50784","Eros Fantasy","ANDROID_APP","279784","99439","170","62","0","62","2273","7.21","9","16397","0.06","1821.89","0"
"2024-04-12","50784","Eros Fantasy","PC","170000","78510","55","30","0","0","1207","23.03","10","27796","0.16","2779.6","0"
"2024-04-12","50784","Eros Fantasy","TOTAL","457320","177993","225","92","0","62","3406","12.98","19","44193","0.1","2325.95","0"
"2024-04-13","50784","Eros Fantasy","ANDROID_APP","279920","99481","136","42","0","51","2081","4.83","7","10048","0.04","1435.43","0"
"2024-04-13","50784","Eros Fantasy","PC","170037","78527","37","17","0","0","1190","6.76","6","8047","0.05","1341.17","0"
"2024-04-13","50784","Eros Fantasy","TOTAL","457492","178051","172","58","0","51","3201","5.65","13","18095","0.04","1391.92","0"
"2024-04-14","50784","Eros Fantasy","ANDROID_APP","280121","99546","201","65","0","54","2208","7.99","13","17645","0.06","1357.31","0"
"2024-04-14","50784","Eros Fantasy","PC","170074","78546","37","19","0","0","1152","1.65","2","1899","0.01","949.5","0"
"2024-04-14","50784","Eros Fantasy","TOTAL","457730","178135","238","84","0","54","3291","5.94","15","19544","0.04","1302.93","0"
"2024-04-15","50784","Eros Fantasy","ANDROID_APP","280500","99653","379","107","0","117","2449","84.96","54","208067","0.74","3853.09","0"
"2024-04-15","50784","Eros Fantasy","PC","170179","78615","105","69","0","0","1275","153.86","41","196166","1.15","4784.54","0"
"2024-04-15","50784","Eros Fantasy","TOTAL","458214","178311","484","176","0","117","3620","111.67","93","404233","0.88","4346.59","0"
"2024-04-16","50784","Eros Fantasy","ANDROID_APP","280809","99761","309","108","0","127","2470","21.5","28","53096","0.19","1896.29","0"
"2024-04-16","50784","Eros Fantasy","PC","170291","78671","112","56","0","0","1278","43.03","21","54990","0.32","2618.57","0"
"2024-04-16","50784","Eros Fantasy","TOTAL","458634","178475","420","164","0","264","3641","29.69","49","108086","0.24","2205.84","0"
"2024-04-17","50784","Eros Fantasy","ANDROID_APP","281079","99843","270","82","0","104","2381","21.74","18","51770","0.18","2876.11","0"
"2024-04-17","50784","Eros Fantasy","PC","170373","78711","82","40","0","0","1245","71.82","19","89414","0.53","4706","0"
"2024-04-17","50784","Eros Fantasy","TOTAL","458982","178593","348","118","0","647","3524","40.06","37","141184","0.31","3815.78","0"
"2024-04-18","50784","Eros Fantasy","ANDROID_APP","281278","99903","199","60","0","57","2313","22.4","22","51819","0.18","2355.41","0"
"2024-04-18","50784","Eros Fantasy","PC","170415","78730","42","19","0","0","1205","20.69","12","24933","0.15","2077.75","0"
"2024-04-18","50784","Eros Fantasy","TOTAL","459222","178671","240","78","0","454","3425","22.41","34","76752","0.17","2257.41","0"
"2024-04-19","50784","Eros Fantasy","ANDROID_APP","281556","99984","280","81","2","91","2383","45.48","20","108370","0.39","5418.5","0"
"2024-04-19","50784","Eros Fantasy","PC","170497","78770","82","40","0","0","1225","25.61","15","31377","0.18","2091.8","0"
"2024-04-19","50784","Eros Fantasy","TOTAL","459580","178790","360","119","2","371","3516","39.75","35","139747","0.3","3992.77","0"
"2024-04-20","50784","Eros Fantasy","ANDROID_APP","281765","100051","209","67","0","79","2239","27.81","16","62259","0.22","3891.19","0"
"2024-04-20","50784","Eros Fantasy","PC","170546","78801","49","31","0","0","1150","16.34","8","18790","0.11","2348.75","0"
"2024-04-20","50784","Eros Fantasy","TOTAL","459836","178886","256","96","0","292","3306","24.52","23","81049","0.18","3523.87","0"
"2024-04-21","50784","Eros Fantasy","ANDROID_APP","281964","100133","199","82","0","71","2219","18.83","16","41789","0.15","2611.81","0"
"2024-04-21","50784","Eros Fantasy","PC","170622","78845","76","44","0","0","1195","15.85","10","18941","0.11","1894.1","0"
"2024-04-21","50784","Eros Fantasy","TOTAL","460110","179011","274","125","0","305","3341","18.18","26","60730","0.13","2335.77","0"
"2024-04-22","50784","Eros Fantasy","ANDROID_APP","282134","100191","170","58","0","56","2155","17.55","20","37815","0.13","1890.75","0"
"2024-04-22","50784","Eros Fantasy","PC","170673","78870","51","25","0","0","1167","6.81","6","7947","0.05","1324.5","0"
"2024-04-22","50784","Eros Fantasy","TOTAL","460330","179094","220","83","0","238","3242","14.12","26","45762","0.1","1760.08","0"
"2024-04-23","50784","Eros Fantasy","ANDROID_APP","282245","100220","111","29","0","34","2110","15.06","15","31771","0.11","2118.07","0"
"2024-04-23","50784","Eros Fantasy","PC","170714","78892","41","22","0","0","1154","8.1","6","9344","0.05","1557.33","0"
"2024-04-23","50784","Eros Fantasy","TOTAL","460482","179145","152","51","0","179","3182","12.92","21","41115","0.09","1957.86","0"
"2024-04-24","50784","Eros Fantasy","ANDROID_APP","282335","100247","90","27","0","40","2028","9.21","11","18675","0.07","1697.73","0"
"2024-04-24","50784","Eros Fantasy","PC","170746","78911","32","19","0","0","1154","20.4","10","23542","0.14","2354.2","0"
"2024-04-24","50784","Eros Fantasy","TOTAL","460603","179191","121","46","0","194","3107","13.59","21","42217","0.09","2010.33","0"
"2024-04-25","50784","Eros Fantasy","ANDROID_APP","282461","100294","126","47","0","54","2060","12.27","15","25283","0.09","1685.53","0"
"2024-04-25","50784","Eros Fantasy","PC","170775","78928","29","17","0","0","1082","6.56","6","7097","0.04","1182.83","0"
"2024-04-25","50784","Eros Fantasy","TOTAL","460757","179254","154","63","0","349","3085","10.5","21","32380","0.07","1541.9","0"
"2024-04-26","50784","Eros Fantasy","ANDROID_APP","282658","100374","198","80","1","85","2123","23.27","23","49396","0.17","2147.65","0"
"2024-04-26","50784","Eros Fantasy","PC","170831","78954","56","26","0","0","1194","34.34","14","40999","0.24","2928.5","0"
"2024-04-26","50784","Eros Fantasy","TOTAL","461009","179359","253","105","1","684","3233","27.96","37","90395","0.2","2443.11","0"
"2024-04-27","50784","Eros Fantasy","ANDROID_APP","282917","100445","259","71","0","62","2213","16.06","17","35539","0.13","2090.53","0"
"2024-04-27","50784","Eros Fantasy","PC","170883","78985","52","31","0","0","1117","23.95","14","26750","0.16","1910.71","0"
"2024-04-27","50784","Eros Fantasy","TOTAL","461319","179460","310","101","0","374","3256","19.13","31","62289","0.14","2009.32","0"
"2024-04-28","50784","Eros Fantasy","ANDROID_APP","283222","100535","305","90","0","101","2286","15.55","26","35545","0.13","1367.12","0"
"2024-04-28","50784","Eros Fantasy","PC","170946","79019","63","34","0","0","1159","21.74","12","25198","0.15","2099.83","0"
"2024-04-28","50784","Eros Fantasy","TOTAL","461685","179582","366","122","0","358","3370","18.02","38","60743","0.13","1598.5","0"
"2024-04-29","50784","Eros Fantasy","ANDROID_APP","283404","100595","182","60","0","49","2171","4.72","9","10246","0.04","1138.44","0"
"2024-04-29","50784","Eros Fantasy","PC","170989","79038","43","19","0","0","1153","3.21","4","3700","0.02","925","0"
"2024-04-29","50784","Eros Fantasy","TOTAL","461905","179658","220","76","0","246","3246","4.3","13","13946","0.03","1072.77","0"
"2024-04-30","50784","Eros Fantasy","ANDROID_APP","283580","100653","176","58","0","58","2112","12.45","8","26297","0.09","3287.13","0"
"2024-04-30","50784","Eros Fantasy","PC","171030","79058","41","20","0","0","1176","17.9","7","21049","0.12","3007","0"
"2024-04-30","50784","Eros Fantasy","TOTAL","462120","179735","215","77","0","479","3209","14.75","15","47346","0.1","3156.4","0"
"2024-05-01","50784","Eros Fantasy","ANDROID_APP","283811","100730","231","77","0","69","2194","8.66","11","18998","0.07","1727.09","0"
"2024-05-01","50784","Eros Fantasy","PC","171088","79088","58","30","0","0","1171","15.96","8","18695","0.11","2336.88","0"
"2024-05-01","50784","Eros Fantasy","TOTAL","462408","179841","288","106","0","442","3297","11.43","19","37693","0.08","1983.84","0"
"2024-05-02","50784","Eros Fantasy","ANDROID_APP","284010","100788","199","58","0","49","2171","18.84","18","40894","0.14","2271.89","0"
"2024-05-02","50784","Eros Fantasy","PC","171127","79114","40","26","1","0","1146","10.17","5","11650","0.07","2330","0"
"2024-05-02","50784","Eros Fantasy","TOTAL","462646","179925","239","84","1","284","3252","16.16","23","52544","0.11","2284.52","0"
"2024-05-03","50784","Eros Fantasy","ANDROID_APP","284184","100831","174","43","0","57","2186","64.68","48","141382","0.5","2945.46","0"
"2024-05-03","50784","Eros Fantasy","PC","171178","79146","51","32","0","0","1160","51.81","17","60095","0.35","3535","0"
"2024-05-03","50784","Eros Fantasy","TOTAL","462870","179999","224","74","0","305","3253","61.94","65","201477","0.44","3099.65","0"
"2024-05-04","50784","Eros Fantasy","ANDROID_APP","284487","100925","303","94","0","138","2301","44.03","31","101320","0.36","3268.39","0"
"2024-05-04","50784","Eros Fantasy","PC","171308","79213","130","67","0","0","1225","35.95","17","44035","0.26","2590.29","0"
"2024-05-04","50784","Eros Fantasy","TOTAL","463299","180156","429","157","0","443","3430","42.38","48","145355","0.31","3028.23","0"
"2024-05-05","50784","Eros Fantasy","ANDROID_APP","284695","100990","208","65","0","71","2281","16.81","17","38336","0.13","2255.06","0"
"2024-05-05","50784","Eros Fantasy","PC","171375","79243","67","30","0","0","1215","13.41","12","16290","0.1","1357.5","0"
"2024-05-05","50784","Eros Fantasy","TOTAL","463572","180250","273","94","0","318","3403","16.05","29","54626","0.12","1883.66","0"
"2024-05-06","50784","Eros Fantasy","ANDROID_APP","284882","101049","187","59","0","88","2253","16.79","18","37834","0.13","2101.89","0"
"2024-05-06","50784","Eros Fantasy","PC","171443","79273","68","30","0","0","1231","24.73","12","30447","0.18","2537.25","0"
"2024-05-06","50784","Eros Fantasy","TOTAL","463823","180337","251","87","0","328","3383","20.18","30","68281","0.15","2276.03","0"
"2024-05-07","50784","Eros Fantasy","ANDROID_APP","285096","101121","214","72","0","86","2279","11.99","14","27335","0.1","1952.5","0"
"2024-05-07","50784","Eros Fantasy","PC","171525","79310","82","37","0","0","1200","19.41","8","23297","0.14","2912.13","0"
"2024-05-07","50784","Eros Fantasy","TOTAL","464116","180443","293","106","0","307","3390","14.94","21","50632","0.11","2411.05","0"
"2024-05-08","50784","Eros Fantasy","ANDROID_APP","285260","101183","164","62","0","68","2247","25.4","17","57082","0.2","3357.76","0"
"2024-05-08","50784","Eros Fantasy","PC","171603","79350","78","40","0","0","1186","13.78","4","16347","0.1","4086.75","0"
"2024-05-08","50784","Eros Fantasy","TOTAL","464355","180542","239","99","0","229","3333","22.03","21","73429","0.16","3496.62","0"
"2024-05-09","50784","Eros Fantasy","ANDROID_APP","285424","101240","164","57","0","67","2218","16.68","14","36994","0.13","2642.43","0"
"2024-05-09","50784","Eros Fantasy","PC","171662","79377","59","27","0","0","1167","19.23","9","22446","0.13","2494","0"
"2024-05-09","50784","Eros Fantasy","TOTAL","464577","180626","222","84","0","256","3297","18.03","23","59440","0.13","2584.35","0"
"2024-05-10","50784","Eros Fantasy","ANDROID_APP","285582","101279","159","39","1","68","2177","10.75","10","23395","0.08","2339.5","0"
"2024-05-10","50784","Eros Fantasy","PC","171730","79410","68","33","0","0","1153","11.97","7","13797","0.08","1971","0"
"2024-05-10","50784","Eros Fantasy","TOTAL","464803","180698","227","72","1","209","3233","11.5","17","37192","0.08","2187.76","0"
"2024-05-11","50784","Eros Fantasy","ANDROID_APP","285719","101323","137","44","0","47","2158","6.97","9","15046","0.05","1671.78","0"
"2024-05-11","50784","Eros Fantasy","PC","171767","79427","37","17","0","0","1092","8.52","4","9300","0.05","2325","0"
"2024-05-11","50784","Eros Fantasy","TOTAL","464976","180759","173","61","0","180","3164","7.69","13","24346","0.05","1872.77","0"
"2024-05-12","50784","Eros Fantasy","ANDROID_APP","285880","101369","162","46","1","58","2179","17.5","9","38140","0.13","4237.78","0"
"2024-05-12","50784","Eros Fantasy","PC","171826","79461","59","34","0","0","1174","6.17","4","7247","0.04","1811.75","0"
"2024-05-12","50784","Eros Fantasy","TOTAL","465194","180838","219","79","1","233","3273","13.87","13","45387","0.1","3491.31","0"
"2024-05-13","50784","Eros Fantasy","ANDROID_APP","286009","101410","129","41","0","47","2197","6.87","5","15100","0.05","3020","0"
"2024-05-13","50784","Eros Fantasy","PC","171882","79486","56","25","0","0","1139","20.23","8","23042","0.13","2880.25","0"
"2024-05-13","50784","Eros Fantasy","TOTAL","465378","180904","184","66","0","181","3239","11.78","13","38142","0.08","2934","0"
"2024-05-14","50784","Eros Fantasy","ANDROID_APP","286147","101454","138","44","0","65","2146","10.32","7","22150","0.08","3164.29","0"
"2024-05-14","50784","Eros Fantasy","PC","171951","79522","70","36","1","0","1144","11.71","5","13399","0.08","2679.8","0"
"2024-05-14","50784","Eros Fantasy","TOTAL","465583","180984","206","80","1","210","3196","11.12","12","35549","0.08","2962.42","0"
"2024-05-15","50784","Eros Fantasy","ANDROID_APP","286303","101504","157","50","1","58","2162","4.46","5","9650","0.03","1930","0"
"2024-05-15","50784","Eros Fantasy","PC","172020","79552","69","30","0","0","1144","18.35","5","20997","0.12","4199.4","0"
"2024-05-15","50784","Eros Fantasy","TOTAL","465807","181063","225","79","1","203","3210","9.55","10","30647","0.07","3064.7","0"
"2024-05-16","50784","Eros Fantasy","ANDROID_APP","286402","101544","99","40","0","70","2088","15.2","15","31746","0.11","2116.4","0"
"2024-05-16","50784","Eros Fantasy","PC","172060","79569","40","17","0","0","1139","15.54","7","17696","0.1","2528","0"
"2024-05-16","50784","Eros Fantasy","TOTAL","465945","181120","138","57","0","384","3162","15.64","22","49442","0.11","2247.36","0"
"2024-05-17","50784","Eros Fantasy","ANDROID_APP","286737","101654","335","110","0","149","2336","163.8","59","382642","1.34","6485.46","0"
"2024-05-17","50784","Eros Fantasy","PC","172222","79655","162","86","0","0","1406","120.08","31","168830","0.98","5446.13","0"
"2024-05-17","50784","Eros Fantasy","TOTAL","466441","181315","496","195","0","797","3600","153.19","89","551472","1.18","6196.31","0"
"2024-05-18","50784","Eros Fantasy","ANDROID_APP","287335","101832","598","178","0","275","2612","48.31","25","126173","0.44","5046.92","0"
"2024-05-18","50784","Eros Fantasy","PC","172552","79824","331","169","1","0","1546","24.34","17","37623","0.22","2213.12","0"
"2024-05-18","50784","Eros Fantasy","TOTAL","467367","181662","927","347","1","1098","4047","40.47","42","163796","0.35","3899.9","0"
"2024-05-19","50784","Eros Fantasy","ANDROID_APP","287741","101972","407","140","1","176","2585","29","22","74960","0.26","3407.27","0"
"2024-05-19","50784","Eros Fantasy","PC","172848","79984","296","160","0","0","1505","41.89","11","63049","0.37","5731.73","0"
"2024-05-19","50784","Eros Fantasy","TOTAL","468062","181956","696","294","1","737","3996","34.54","33","138009","0.3","4182.09","0"
"2024-05-20","50784","Eros Fantasy","ANDROID_APP","288034","102060","293","88","0","94","2435","11.94","13","29085","0.1","2237.31","0"
"2024-05-20","50784","Eros Fantasy","PC","172980","80062","132","78","0","0","1391","24.6","10","34215","0.2","3421.5","0"
"2024-05-20","50784","Eros Fantasy","TOTAL","468484","182121","422","165","0","426","3726","16.99","23","63300","0.14","2752.17","0"
"2024-05-21","50784","Eros Fantasy","ANDROID_APP","288251","102154","217","94","0","68","2349","15.35","9","36061","0.13","4006.78","0"
"2024-05-21","50784","Eros Fantasy","PC","173098","80127","119","65","1","0","1328","19.53","9","25933","0.15","2881.44","0"
"2024-05-21","50784","Eros Fantasy","TOTAL","468813","182276","330","155","1","342","3574","17.35","18","61994","0.13","3444.11","0"
"2024-05-22","50784","Eros Fantasy","ANDROID_APP","288395","102209","144","55","0","46","2178","13.17","14","28686","0.1","2049","0"
"2024-05-22","50784","Eros Fantasy","PC","173189","80172","91","45","0","0","1287","45.59","12","58671","0.34","4889.25","0"
"2024-05-22","50784","Eros Fantasy","TOTAL","469048","182376","235","100","0","266","3369","25.93","26","87357","0.19","3359.88","0"
"2024-05-23","50784","Eros Fantasy","ANDROID_APP","288564","102263","169","54","0","76","2155","16.02","15","34528","0.12","2301.87","0"
"2024-05-23","50784","Eros Fantasy","PC","173289","80220","101","48","1","0","1257","6.8","5","8546","0.05","1709.2","0"
"2024-05-23","50784","Eros Fantasy","TOTAL","469314","182476","267","100","1","251","3322","12.97","20","43074","0.09","2153.7","0"
"2024-05-24","50784","Eros Fantasy","ANDROID_APP","288729","102326","165","63","0","59","2072","17.7","17","36666","0.13","2156.82","0"
"2024-05-24","50784","Eros Fantasy","PC","173339","80249","50","29","0","0","1181","13.7","8","16180","0.09","2022.5","0"
"2024-05-24","50784","Eros Fantasy","TOTAL","469528","182567","214","91","0","225","3176","16.64","25","52846","0.11","2113.84","0"
"2024-05-25","50784","Eros Fantasy","ANDROID_APP","288900","102379","172","53","1","58","2059","23.45","18","48293","0.17","2682.94","0"
"2024-05-25","50784","Eros Fantasy","PC","173382","80276","44","27","1","0","1134","9.03","6","10240","0.06","1706.67","0"
"2024-05-25","50784","Eros Fantasy","TOTAL","469739","182646","213","79","2","217","3129","18.71","24","58533","0.12","2438.88","0"
"2024-05-26","50784","Eros Fantasy","ANDROID_APP","289094","102448","194","69","0","71","2056","13.18","14","27088","0.09","1934.86","0"
"2024-05-26","50784","Eros Fantasy","PC","173446","80316","64","40","0","0","1197","35.04","8","41943","0.24","5242.88","0"
"2024-05-26","50784","Eros Fantasy","TOTAL","469995","182755","256","109","0","250","3192","21.63","22","69031","0.15","3137.77","0"
"2024-05-27","50784","Eros Fantasy","ANDROID_APP","289273","102502","179","54","0","63","2090","10.11","13","21125","0.07","1625","0"
"2024-05-27","50784","Eros Fantasy","PC","173512","80348","66","32","0","0","1175","4.09","3","4800","0.03","1600","0"
"2024-05-27","50784","Eros Fantasy","TOTAL","470240","182841","245","86","0","196","3198","8.11","16","25925","0.06","1620.31","0"
"2024-05-28","50784","Eros Fantasy","ANDROID_APP","289433","102556","160","54","0","62","1985","4.88","5","9689","0.03","1937.8","0"
"2024-05-28","50784","Eros Fantasy","PC","173556","80372","44","24","0","0","1136","17.65","4","20049","0.12","5012.25","0"
"2024-05-28","50784","Eros Fantasy","TOTAL","470444","182919","204","78","0","200","3057","9.73","9","29738","0.06","3304.22","0"
"2024-05-29","50784","Eros Fantasy","ANDROID_APP","289593","102598","160","42","0","70","2028","8.23","6","16689","0.06","2781.5","0"
"2024-05-29","50784","Eros Fantasy","PC","173597","80394","41","22","0","0","1142","7.39","4","8437","0.05","2109.25","0"
"2024-05-29","50784","Eros Fantasy","TOTAL","470642","182982","198","63","0","184","3112","8.07","10","25126","0.05","2512.6","0"
"2024-05-30","50784","Eros Fantasy","ANDROID_APP","289697","102631","104","33","0","42","1934","19.78","18","38245","0.13","2124.72","0"
"2024-05-30","50784","Eros Fantasy","PC","173622","80408","26","14","1","0","1057","17.77","7","18786","0.11","2683.71","0"
"2024-05-30","50784","Eros Fantasy","TOTAL","470771","183029","130","47","1","185","2933","19.44","25","57031","0.12","2281.24","0"
"2024-05-31","50784","Eros Fantasy","ANDROID_APP","289835","102682","138","51","0","57","1920","16.32","17","31325","0.11","1842.65","0"
"2024-05-31","50784","Eros Fantasy","PC","173668","80436","46","28","0","0","1064","8.78","6","9347","0.05","1557.83","0"
"2024-05-31","50784","Eros Fantasy","TOTAL","470954","183108","183","79","0","202","2936","13.85","23","40672","0.09","1768.35","0"
"2024-06-01","50784","Eros Fantasy","ANDROID_APP","289972","102717","138","35","1","68","1909","62.23","39","118793","0.41","3045.97","0"
"2024-06-01","50784","Eros Fantasy","PC","173703","80454","35","18","0","0","1130","55.57","19","62795","0.36","3305","0"
"2024-06-01","50784","Eros Fantasy","TOTAL","471125","183160","172","52","1","453","2955","61.45","58","181588","0.39","3130.83","0"
"2024-06-02","50784","Eros Fantasy","ANDROID_APP","290348","102854","376","137","0","185","2224","30.28","20","67345","0.23","3367.25","0"
"2024-06-02","50784","Eros Fantasy","PC","173902","80567","200","113","1","0","1290","32.71","12","42200","0.24","3516.67","0"
"2024-06-02","50784","Eros Fantasy","TOTAL","471692","183403","568","243","1","706","3403","32.19","32","109545","0.23","3423.28","0"
"2024-06-03","50784","Eros Fantasy","ANDROID_APP","290560","102925","213","71","1","88","2232","21.28","14","47494","0.16","3392.43","0"
"2024-06-03","50784","Eros Fantasy","PC","173981","80604","80","37","1","0","1203","6.32","6","7599","0.04","1266.5","0"
"2024-06-03","50784","Eros Fantasy","TOTAL","471982","183510","292","107","2","417","3303","16.68","20","55093","0.12","2754.65","0"
"2024-06-04","50784","Eros Fantasy","ANDROID_APP","290798","102992","238","67","0","70","2254","11.56","8","26046","0.09","3255.75","0"
"2024-06-04","50784","Eros Fantasy","PC","174043","80639","62","35","0","0","1231","12.88","7","15850","0.09","2264.29","0"
"2024-06-04","50784","Eros Fantasy","TOTAL","472281","183611","299","101","0","297","3344","12.53","15","41896","0.09","2793.07","0"
"2024-06-05","50784","Eros Fantasy","ANDROID_APP","290970","103053","172","61","0","62","2205","5.74","7","12649","0.04","1807","0"
"2024-06-05","50784","Eros Fantasy","PC","174083","80663","41","24","1","0","1177","0.85","1","999","0.01","999","0"
"2024-06-05","50784","Eros Fantasy","TOTAL","472492","183695","212","84","1","248","3244","4.21","8","13648","0.03","1706","0"
"2024-06-06","50784","Eros Fantasy","ANDROID_APP","291121","103112","151","59","0","70","2151","23.38","12","50294","0.17","4191.17","0"
"2024-06-06","50784","Eros Fantasy","PC","174130","80688","47","25","0","0","1145","10.91","4","12497","0.07","3124.25","0"
"2024-06-06","50784","Eros Fantasy","TOTAL","472690","183779","198","84","0","243","3177","19.76","16","62791","0.13","3924.44","0"
"2024-06-07","50784","Eros Fantasy","ANDROID_APP","291325","103165","204","53","0","131","2245","46.72","19","104885","0.36","5520.26","0"
"2024-06-07","50784","Eros Fantasy","PC","174188","80710","59","22","1","0","1232","114.72","19","141330","0.81","7438.42","0"
"2024-06-07","50784","Eros Fantasy","TOTAL","472952","183854","263","75","1","692","3344","73.63","38","246215","0.52","6479.34","0"
"2024-06-08","50784","Eros Fantasy","ANDROID_APP","291802","103316","477","151","0","208","2520","48.02","39","121005","0.42","3102.69","0"
"2024-06-08","50784","Eros Fantasy","PC","174384","80808","198","98","2","0","1323","69.22","12","91575","0.53","7631.25","0"
"2024-06-08","50784","Eros Fantasy","TOTAL","473620","184100","670","246","2","837","3723","57.1","51","212580","0.45","4168.24","0"
"2024-06-09","50784","Eros Fantasy","ANDROID_APP","292182","103440","380","124","0","162","2539","58.12","37","147555","0.51","3987.97","0"
"2024-06-09","50784","Eros Fantasy","PC","174583","80912","200","104","1","0","1416","61.1","24","86521","0.5","3605.04","0"
"2024-06-09","50784","Eros Fantasy","TOTAL","474199","184328","580","228","1","602","3840","60.96","61","234076","0.49","3837.31","0"
"2024-06-10","50784","Eros Fantasy","ANDROID_APP","292552","103571","370","131","0","179","2533","27.96","29","70825","0.24","2442.24","0"
"2024-06-10","50784","Eros Fantasy","PC","174807","81030","224","118","0","0","1454","54.32","9","78984","0.45","8776","0"
"2024-06-10","50784","Eros Fantasy","TOTAL","474786","184572","587","244","0","563","3850","39.3","39","151308","0.32","3879.69","0"
"2024-06-11","50784","Eros Fantasy","ANDROID_APP","292724","103636","172","65","0","76","2446","0","0","0","0","0","0"
"2024-06-11","50784","Eros Fantasy","PC","174887","81072","80","42","0","0","1301","26.94","7","35045","0.2","5006.43","0"
"2024-06-11","50784","Eros Fantasy","TOTAL","475036","184678","250","106","0","283","3608","38.96","33","140571","0.3","4259.73","0"
"2024-06-12","50784","Eros Fantasy","ANDROID_APP","292922","103707","198","71","0","92","2451","0","0","0","0","0","0"
"2024-06-12","50784","Eros Fantasy","PC","175015","81146","128","74","0","0","1389","45.85","15","63679","0.36","4245.27","0"
"2024-06-12","50784","Eros Fantasy","TOTAL","475360","184821","324","143","0","339","3704","39.9","32","147801","0.31","4618.78","0"
"2024-06-13","50784","Eros Fantasy","ANDROID_APP","293103","103778","181","71","0","72","2410","0","0","0","0","0","0"
"2024-06-13","50784","Eros Fantasy","PC","175069","81173","54","27","0","0","1333","42.16","16","56196","0.32","3512.25","0"
"2024-06-13","50784","Eros Fantasy","TOTAL","475594","184918","234","97","0","268","3618","31.31","36","113288","0.24","3146.89","0"
"2024-06-14","50784","Eros Fantasy","ANDROID_APP","293297","103850","195","72","1","90","2350","0.21","1","500","0","500","0"
"2024-06-14","50784","Eros Fantasy","PC","175154","81218","86","45","1","0","1314","12.43","9","16339","0.09","1815.44","0"
"2024-06-14","50784","Eros Fantasy","TOTAL","475872","185035","280","117","2","478","3562","15.82","28","56365","0.12","2013.04","0"
"2024-06-15","50784","Eros Fantasy","ANDROID_APP","293458","103898","161","48","0","56","2174","7.63","9","16589","0.06","1843.22","0"
"2024-06-15","50784","Eros Fantasy","PC","175188","81234","34","16","0","0","1193","5.28","3","6296","0.04","2098.67","0"
"2024-06-15","50784","Eros Fantasy","TOTAL","476067","185099","195","64","0","475","3297","6.94","12","22885","0.05","1907.08","0"
"2024-06-16","50784","Eros Fantasy","ANDROID_APP","293633","103945","175","47","0","53","2197","4.57","5","10044","0.03","2008.8","0"
"2024-06-16","50784","Eros Fantasy","PC","175212","81249","24","15","0","0","1150","7.95","3","9148","0.05","3049.33","0"
"2024-06-16","50784","Eros Fantasy","TOTAL","476265","185161","198","62","0","315","3288","5.84","8","19192","0.04","2399","0"
"2024-06-17","50784","Eros Fantasy","ANDROID_APP","293916","104041","283","96","0","146","2304","110.57","51","254748","0.87","4995.06","0"
"2024-06-17","50784","Eros Fantasy","PC","175381","81342","169","93","0","0","1366","140.76","34","192281","1.1","5655.32","0"
"2024-06-17","50784","Eros Fantasy","TOTAL","476714","185348","449","187","0","528","3552","125.85","85","447029","0.94","5259.16","0"
"2024-06-18","50784","Eros Fantasy","ANDROID_APP","294305","104161","389","120","0","167","2427","27.13","19","65847","0.22","3465.63","0"
"2024-06-18","50784","Eros Fantasy","PC","175615","81458","235","116","1","0","1473","32.84","12","48370","0.28","4030.83","0"
"2024-06-18","50784","Eros Fantasy","TOTAL","477335","185583","622","235","1","633","3787","30.16","31","114217","0.24","3684.42","0"
"2024-06-19","50784","Eros Fantasy","ANDROID_APP","294454","104215","151","54","2","77","2232","13.3","13","29685","0.1","2283.46","0"
"2024-06-19","50784","Eros Fantasy","PC","175690","81500","77","42","2","0","1275","4.7","3","5989","0.03","1996.33","0"
"2024-06-19","50784","Eros Fantasy","TOTAL","477557","185677","226","94","4","277","3393","10.51","16","35674","0.07","2229.63","0"
"2024-06-20","50784","Eros Fantasy","ANDROID_APP","294587","104274","133","59","0","52","2144","15.54","16","33320","0.11","2082.5","0"
"2024-06-20","50784","Eros Fantasy","PC","175741","81519","51","19","0","0","1218","13.44","3","16368","0.09","5456","0"
"2024-06-20","50784","Eros Fantasy","TOTAL","477740","185755","183","78","0","234","3257","15.26","19","49688","0.1","2615.16","0"
"2024-06-21","50784","Eros Fantasy","ANDROID_APP","294783","104337","196","63","0","99","2111","43.85","24","92565","0.31","3856.88","0"
"2024-06-21","50784","Eros Fantasy","PC","175840","81576","99","57","0","0","1274","67.76","15","86322","0.49","5754.8","0"
"2024-06-21","50784","Eros Fantasy","TOTAL","478033","185873","293","118","0","368","3291","54.36","39","178887","0.37","4586.85","0"
