Date,Product(ID#),Game,Item(ID#),Description,Category,Country Code,Country,Region,Gross Units Sold,Chargeback/Returns,Net Units Sold, Average Price,Currency,Gross Steam Sales (USD),Chargeback/Returns (USD),VAT/Tax (USD),Net Steam Sales (USD)
2024-06-10,1898210,Eros Fantasy,1,skin_oleenDS_arcade,,CA,Canada,North America,21,0,21,15.30,USD,321.3000,0.0000,-37.5000,283.8000
2024-06-10,1898210,Eros Fantasy,1,skin_oleenDS_arcade,,DE,Germany,Western Europe,1,0,1,4.99,USD,4.9900,0.0000,-0.8000,4.1900
2024-06-10,1898210,Eros Fantasy,1,skin_oleenDS_arcade,,FR,France,Western Europe,15,0,15,14.39,USD,215.8500,0.0000,-35.9700,179.8800
2024-06-10,1898210,Eros Fantasy,1,skin_oleenDS_arcade,,HU,Hungary,Eastern Europe,2,0,2,20.00,USD,40.0000,0.0000,-8.5100,31.4900
2024-06-10,1898210,Eros Fantasy,1,skin_oleenDS_arcade,,KW,Kuwait,Middle East,1,0,1,5.00,USD,5.0000,0.0000,0.0000,5.0000
2024-06-10,1898210,Eros Fantasy,1,skin_oleenDS_arcade,,KZ,Kazakhstan,Central Asia,1,0,1,39.99,USD,39.9900,0.0000,-4.2800,35.7100
2024-06-10,1898210,Eros Fantasy,1,skin_oleenDS_arcade,,US,United States,North America,37,0,37,16.97,USD,627.9300,0.0000,-22.1500,605.7800
2024-06-11,1898210,Eros Fantasy,1,skin_oleenDS_arcade,,CA,Canada,North America,10,0,10,17.02,USD,170.1600,0.0000,-20.2400,149.9200
2024-06-11,1898210,Eros Fantasy,1,skin_oleenDS_arcade,,FR,France,Western Europe,7,0,7,8.85,USD,61.9300,0.0000,-10.3100,51.6200
2024-06-11,1898210,Eros Fantasy,1,skin_oleenDS_arcade,,PL,Poland,Eastern Europe,2,0,2,52.50,USD,105.0000,0.0000,-19.6300,85.3700
2024-06-11,1898210,Eros Fantasy,1,skin_oleenDS_arcade,,US,United States,North America,48,0,48,12.68,USD,608.4100,0.0000,-26.1800,582.2300
2024-06-12,1898210,Eros Fantasy,1,skin_oleenDS_arcade,,AT,Austria,Western Europe,3,0,3,24.99,USD,74.9800,0.0000,-12.5100,62.4700
2024-06-12,1898210,Eros Fantasy,1,skin_oleenDS_arcade,,AU,Australia,Oceania,1,0,1,20.00,USD,20.0000,0.0000,-1.8200,18.1800
2024-06-12,1898210,Eros Fantasy,1,skin_oleenDS_arcade,,CA,Canada,North America,20,0,20,12.55,USD,251.0400,0.0000,-29.6800,221.3600
2024-06-12,1898210,Eros Fantasy,1,skin_oleenDS_arcade,,DK,Denmark,Western Europe,2,0,2,5.00,USD,9.9900,0.0000,-2.0000,7.9900
2024-06-12,1898210,Eros Fantasy,1,skin_oleenDS_arcade,,GB,United Kingdom,Western Europe,1,0,1,9.99,USD,9.9900,0.0000,-1.6700,8.3200
2024-06-12,1898210,Eros Fantasy,1,skin_oleenDS_arcade,,US,United States,North America,31,0,31,14.69,USD,455.2800,0.0000,-27.8800,427.4000
2024-06-13,1898210,Eros Fantasy,1,skin_oleenDS_arcade,,AU,Australia,Oceania,3,0,3,16.66,USD,49.9700,0.0000,-4.5400,45.4300
2024-06-13,1898210,Eros Fantasy,1,skin_oleenDS_arcade,,CA,Canada,North America,6,0,6,26.03,USD,156.1900,0.0000,-16.2000,139.9900
2024-06-13,1898210,Eros Fantasy,1,skin_oleenDS_arcade,,CL,Chile,Latin America,1,0,1,5.00,USD,5.0000,0.0000,-0.8000,4.2000
2024-06-13,1898210,Eros Fantasy,1,skin_oleenDS_arcade,,DE,Germany,Western Europe,2,0,2,20.00,USD,40.0000,0.0000,-6.3900,33.6100
2024-06-13,1898210,Eros Fantasy,1,skin_oleenDS_arcade,,GB,United Kingdom,Western Europe,8,0,8,15.50,USD,124.0000,0.0000,-20.6700,103.3300
2024-06-13,1898210,Eros Fantasy,1,skin_oleenDS_arcade,,US,United States,North America,57,0,57,17.73,USD,1010.8700,0.0000,-40.6800,970.1900
2024-06-14,1898210,Eros Fantasy,1,skin_oleenDS_arcade,,CA,Canada,North America,9,0,9,5.64,USD,50.7600,0.0000,-5.8500,44.9100
2024-06-14,1898210,Eros Fantasy,1,skin_oleenDS_arcade,,GB,United Kingdom,Western Europe,3,0,3,6.00,USD,17.9900,0.0000,-3.0000,14.9900
2024-06-14,1898210,Eros Fantasy,1,skin_oleenDS_arcade,,NL,Netherlands,Western Europe,4,0,4,6.24,USD,24.9600,0.0000,-4.3400,20.6200
2024-06-14,1898210,Eros Fantasy,1,skin_oleenDS_arcade,,RU,Russian Federation,Central Asia,2,0,2,7.50,USD,15.0000,0.0000,-2.5000,12.5000
2024-06-14,1898210,Eros Fantasy,1,skin_oleenDS_arcade,,US,United States,North America,39,0,39,11.12,USD,433.8000,0.0000,-25.0300,408.7700
2024-06-15,1898210,Eros Fantasy,1,skin_oleenDS_arcade,,CA,Canada,North America,3,0,3,5.68,USD,17.0300,0.0000,-2.0500,14.9800
2024-06-15,1898210,Eros Fantasy,1,skin_oleenDS_arcade,,US,United States,North America,20,0,20,5.56,USD,111.2200,0.0000,-2.8500,108.3700
2024-06-16,1898210,Eros Fantasy,1,skin_oleenDS_arcade,,AT,Austria,Western Europe,1,0,1,4.99,USD,4.9900,0.0000,-0.8300,4.1600
2024-06-16,1898210,Eros Fantasy,1,skin_oleenDS_arcade,,CA,Canada,North America,10,0,10,22.84,USD,228.3700,0.0000,-24.9700,203.4000
2024-06-16,1898210,Eros Fantasy,1,skin_oleenDS_arcade,,DE,Germany,Western Europe,4,0,4,17.07,USD,68.2900,0.0000,-10.9200,57.3700
2024-06-16,1898210,Eros Fantasy,1,skin_oleenDS_arcade,,US,United States,North America,109,0,109,17.39,USD,1895.6200,0.0000,-108.7000,1786.9200
2024-06-17,1898210,Eros Fantasy,1,skin_oleenDS_arcade,,AT,Austria,Western Europe,2,0,2,11.75,USD,23.5000,0.0000,-3.9200,19.5800
2024-06-17,1898210,Eros Fantasy,1,skin_oleenDS_arcade,,AU,Australia,Oceania,2,0,2,15.00,USD,30.0000,0.0000,-2.7200,27.2800
2024-06-17,1898210,Eros Fantasy,1,skin_oleenDS_arcade,,CA,Canada,North America,57,0,57,17.17,USD,978.8900,0.0000,-114.3900,864.5000
2024-06-17,1898210,Eros Fantasy,1,skin_oleenDS_arcade,,CZ,Czech Republic,Eastern Europe,2,0,2,12.50,USD,25.0000,0.0000,-4.3400,20.6600
2024-06-17,1898210,Eros Fantasy,1,skin_oleenDS_arcade,,DE,Germany,Western Europe,10,0,10,13.57,USD,135.7000,0.0000,-21.6800,114.0200
2024-06-17,1898210,Eros Fantasy,1,skin_oleenDS_arcade,,DK,Denmark,Western Europe,1,0,1,10.00,USD,10.0000,0.0000,-2.0000,8.0000
2024-06-17,1898210,Eros Fantasy,1,skin_oleenDS_arcade,,FR,France,Western Europe,7,0,7,17.14,USD,120.0000,0.0000,-20.0000,100.0000
2024-06-17,1898210,Eros Fantasy,1,skin_oleenDS_arcade,,GB,United Kingdom,Western Europe,5,0,5,12.96,USD,64.7900,0.0000,-10.7900,54.0000
2024-06-17,1898210,Eros Fantasy,1,skin_oleenDS_arcade,,JP,Japan,Asia,4,0,4,18.00,USD,72.0000,0.0000,-6.5500,65.4500
2024-06-17,1898210,Eros Fantasy,1,skin_oleenDS_arcade,,LU,Luxembourg,Western Europe,2,0,2,15.00,USD,30.0000,0.0000,-4.3600,25.6400
2024-06-17,1898210,Eros Fantasy,1,skin_oleenDS_arcade,,NL,Netherlands,Western Europe,5,0,5,15.00,USD,75.0000,0.0000,-13.0200,61.9800
2024-06-17,1898210,Eros Fantasy,1,skin_oleenDS_arcade,,PL,Poland,Eastern Europe,4,0,4,15.00,USD,60.0000,0.0000,-11.2100,48.7900
2024-06-17,1898210,Eros Fantasy,1,skin_oleenDS_arcade,,SE,Sweden,Western Europe,4,0,4,21.20,USD,84.8000,0.0000,-16.9600,67.8400
2024-06-17,1898210,Eros Fantasy,1,skin_oleenDS_arcade,,US,United States,North America,150,0,150,16.42,USD,2462.3200,0.0000,-90.3400,2371.9800
2024-06-18,1898210,Eros Fantasy,1,skin_oleenDS_arcade,,AM,Armenia,Central Asia,1,0,1,5.00,USD,5.0000,0.0000,0.0000,5.0000
2024-06-18,1898210,Eros Fantasy,1,skin_oleenDS_arcade,,AT,Austria,Western Europe,1,0,1,15.00,USD,15.0000,0.0000,-2.5000,12.5000
2024-06-18,1898210,Eros Fantasy,1,skin_oleenDS_arcade,,CA,Canada,North America,24,0,24,16.10,USD,386.3700,0.0000,-44.3700,342.0000
2024-06-18,1898210,Eros Fantasy,1,skin_oleenDS_arcade,,CH,Switzerland,Western Europe,2,0,2,24.90,USD,49.8000,0.0000,-3.7400,46.0600
2024-06-18,1898210,Eros Fantasy,1,skin_oleenDS_arcade,,DE,Germany,Western Europe,2,0,2,12.00,USD,23.9900,0.0000,-3.8300,20.1600
2024-06-18,1898210,Eros Fantasy,1,skin_oleenDS_arcade,,GB,United Kingdom,Western Europe,3,0,3,10.67,USD,32.0000,0.0000,-5.3300,26.6700
2024-06-18,1898210,Eros Fantasy,1,skin_oleenDS_arcade,,NL,Netherlands,Western Europe,4,0,4,9.97,USD,39.8800,0.0000,-6.9300,32.9500
2024-06-18,1898210,Eros Fantasy,1,skin_oleenDS_arcade,,NO,Norway,Western Europe,1,0,1,13.50,USD,13.5000,0.0000,-2.7000,10.8000
2024-06-18,1898210,Eros Fantasy,1,skin_oleenDS_arcade,,NZ,New Zealand,Oceania,1,0,1,25.00,USD,25.0000,0.0000,-3.2600,21.7400
2024-06-18,1898210,Eros Fantasy,1,skin_oleenDS_arcade,,RU,Russian Federation,Central Asia,1,0,1,13.99,USD,13.9900,0.0000,-2.3300,11.6600
2024-06-18,1898210,Eros Fantasy,1,skin_oleenDS_arcade,,SE,Sweden,Western Europe,2,0,2,13.50,USD,27.0000,0.0000,-5.4000,21.6000
2024-06-18,1898210,Eros Fantasy,1,skin_oleenDS_arcade,,US,United States,North America,34,0,34,20.56,USD,698.9600,0.0000,-34.1800,664.7800
2024-06-19,1898210,Eros Fantasy,1,skin_oleenDS_arcade,,CA,Canada,North America,6,0,6,17.25,USD,103.5000,0.0000,-11.6000,91.9000
2024-06-19,1898210,Eros Fantasy,1,skin_oleenDS_arcade,,CZ,Czech Republic,Eastern Europe,1,0,1,25.00,USD,25.0000,0.0000,-4.3400,20.6600
2024-06-19,1898210,Eros Fantasy,1,skin_oleenDS_arcade,,DK,Denmark,Western Europe,1,0,1,20.00,USD,20.0000,0.0000,-4.0000,16.0000
2024-06-19,1898210,Eros Fantasy,1,skin_oleenDS_arcade,,ES,Spain,Western Europe,1,0,1,24.90,USD,24.9000,0.0000,-4.3200,20.5800
2024-06-19,1898210,Eros Fantasy,1,skin_oleenDS_arcade,,NZ,New Zealand,Oceania,1,0,1,5.00,USD,5.0000,0.0000,-0.6500,4.3500
2024-06-19,1898210,Eros Fantasy,1,skin_oleenDS_arcade,,US,United States,North America,29,0,29,20.10,USD,582.9400,0.0000,-23.7600,559.1800
2024-06-20,1898210,Eros Fantasy,1,skin_oleenDS_arcade,,CA,Canada,North America,13,0,13,36.37,USD,472.8200,0.0000,-54.4100,418.4100
2024-06-20,1898210,Eros Fantasy,1,skin_oleenDS_arcade,,CZ,Czech Republic,Eastern Europe,1,0,1,13.50,USD,13.5000,0.0000,-2.3400,11.1600
2024-06-20,1898210,Eros Fantasy,1,skin_oleenDS_arcade,,DE,Germany,Western Europe,1,0,1,5.00,USD,5.0000,0.0000,-0.8000,4.2000
2024-06-20,1898210,Eros Fantasy,1,skin_oleenDS_arcade,,DK,Denmark,Western Europe,3,0,3,3.00,USD,9.0000,0.0000,-1.8000,7.2000
2024-06-20,1898210,Eros Fantasy,1,skin_oleenDS_arcade,,FR,France,Western Europe,1,0,1,20.00,USD,20.0000,0.0000,-3.3300,16.6700
2024-06-20,1898210,Eros Fantasy,1,skin_oleenDS_arcade,,NL,Netherlands,Western Europe,2,0,2,4.00,USD,8.0000,0.0000,-1.3900,6.6100
2024-06-20,1898210,Eros Fantasy,1,skin_oleenDS_arcade,,US,United States,North America,64,0,64,14.89,USD,952.8400,0.0000,-43.6000,909.2400
2024-06-21,1898210,Eros Fantasy,1,skin_oleenDS_arcade,,AT,Austria,Western Europe,1,0,1,24.90,USD,24.9000,0.0000,-4.1500,20.7500
2024-06-21,1898210,Eros Fantasy,1,skin_oleenDS_arcade,,CA,Canada,North America,20,0,20,35.26,USD,705.2100,0.0000,-80.7700,624.4400
2024-06-21,1898210,Eros Fantasy,1,skin_oleenDS_arcade,,DE,Germany,Western Europe,1,0,1,20.00,USD,20.0000,0.0000,-3.1900,16.8100
2024-06-21,1898210,Eros Fantasy,1,skin_oleenDS_arcade,,NL,Netherlands,Western Europe,1,0,1,4.99,USD,4.9900,0.0000,-0.8700,4.1200
2024-06-21,1898210,Eros Fantasy,1,skin_oleenDS_arcade,,PL,Poland,Eastern Europe,1,0,1,25.00,USD,25.0000,0.0000,-4.6700,20.3300
2024-06-21,1898210,Eros Fantasy,1,skin_oleenDS_arcade,,US,United States,North America,41,0,41,17.67,USD,724.6000,0.0000,-38.5600,686.0400
2024-06-22,1898210,Eros Fantasy,1,skin_oleenDS_arcade,,CA,Canada,North America,16,0,16,14.33,USD,229.2900,0.0000,-21.1100,208.1800
2024-06-22,1898210,Eros Fantasy,1,skin_oleenDS_arcade,,DE,Germany,Western Europe,2,0,2,12.50,USD,25.0000,0.0000,-3.9900,21.0100
2024-06-22,1898210,Eros Fantasy,1,skin_oleenDS_arcade,,GB,United Kingdom,Western Europe,2,0,2,13.50,USD,27.0000,0.0000,-4.5000,22.5000
2024-06-22,1898210,Eros Fantasy,1,skin_oleenDS_arcade,,KW,Kuwait,Middle East,1,0,1,5.00,USD,5.0000,0.0000,0.0000,5.0000
2024-06-22,1898210,Eros Fantasy,1,skin_oleenDS_arcade,,NL,Netherlands,Western Europe,3,0,3,10.00,USD,30.0000,0.0000,-5.2000,24.8000
2024-06-22,1898210,Eros Fantasy,1,skin_oleenDS_arcade,,NO,Norway,Western Europe,1,0,1,3.00,USD,3.0000,0.0000,-0.6000,2.4000
2024-06-22,1898210,Eros Fantasy,1,skin_oleenDS_arcade,,PL,Poland,Eastern Europe,1,0,1,24.90,USD,24.9000,0.0000,-4.6600,20.2400
2024-06-22,1898210,Eros Fantasy,1,skin_oleenDS_arcade,,SE,Sweden,Western Europe,2,0,2,13.50,USD,27.0000,0.0000,-5.4000,21.6000
2024-06-22,1898210,Eros Fantasy,1,skin_oleenDS_arcade,,UA,Ukraine,Central Asia,2,0,2,19.25,USD,38.5000,0.0000,-6.4200,32.0800
2024-06-22,1898210,Eros Fantasy,1,skin_oleenDS_arcade,,US,United States,North America,36,0,36,24.83,USD,893.8300,0.0000,-28.7500,865.0800
2024-06-23,1898210,Eros Fantasy,1,skin_oleenDS_arcade,,AT,Austria,Western Europe,1,0,1,13.50,USD,13.5000,0.0000,-2.2500,11.2500
2024-06-23,1898210,Eros Fantasy,1,skin_oleenDS_arcade,,BG,Bulgaria,Eastern Europe,1,0,1,5.00,USD,5.0000,0.0000,-0.8300,4.1700
2024-06-23,1898210,Eros Fantasy,1,skin_oleenDS_arcade,,BY,Belarus,Central Asia,1,0,1,20.00,USD,20.0000,0.0000,-3.3300,16.6700
2024-06-23,1898210,Eros Fantasy,1,skin_oleenDS_arcade,,CA,Canada,North America,9,0,9,20.43,USD,183.8900,0.0000,-21.9300,161.9600
2024-06-23,1898210,Eros Fantasy,1,skin_oleenDS_arcade,,FI,Finland,Western Europe,1,0,1,5.00,USD,5.0000,0.0000,-0.9700,4.0300
2024-06-23,1898210,Eros Fantasy,1,skin_oleenDS_arcade,,FR,France,Western Europe,3,0,3,19.99,USD,59.9700,0.0000,-9.9900,49.9800
2024-06-23,1898210,Eros Fantasy,1,skin_oleenDS_arcade,,GB,United Kingdom,Western Europe,1,0,1,13.50,USD,13.5000,0.0000,-2.2500,11.2500
2024-06-23,1898210,Eros Fantasy,1,skin_oleenDS_arcade,,JP,Japan,Asia,2,0,2,4.99,USD,9.9800,0.0000,-0.9000,9.0800
2024-06-23,1898210,Eros Fantasy,1,skin_oleenDS_arcade,,MX,Mexico,Latin America,1,0,1,5.00,USD,5.0000,0.0000,-0.6900,4.3100
2024-06-23,1898210,Eros Fantasy,1,skin_oleenDS_arcade,,US,United States,North America,31,0,31,13.74,USD,426.0300,0.0000,-21.7800,404.2500
2024-06-24,1898210,Eros Fantasy,1,skin_oleenDS_arcade,,CA,Canada,North America,13,0,13,7.38,USD,95.8800,0.0000,-11.0000,84.8800
2024-06-24,1898210,Eros Fantasy,1,skin_oleenDS_arcade,,GG,Guernsey,Western Europe,1,0,1,13.50,USD,13.5000,0.0000,0.0000,13.5000
2024-06-24,1898210,Eros Fantasy,1,skin_oleenDS_arcade,,US,United States,North America,25,0,25,10.91,USD,272.7300,0.0000,-14.0700,258.6600
2024-06-25,1898210,Eros Fantasy,1,skin_oleenDS_arcade,,AU,Australia,Oceania,3,0,3,13.50,USD,40.5000,0.0000,-3.6900,36.8100
2024-06-25,1898210,Eros Fantasy,1,skin_oleenDS_arcade,,CA,Canada,North America,9,0,9,12.58,USD,113.1800,0.0000,-12.7400,100.4400
2024-06-25,1898210,Eros Fantasy,1,skin_oleenDS_arcade,,NL,Netherlands,Western Europe,1,0,1,5.00,USD,5.0000,0.0000,-0.8700,4.1300
2024-06-25,1898210,Eros Fantasy,1,skin_oleenDS_arcade,,UA,Ukraine,Central Asia,1,0,1,13.50,USD,13.5000,0.0000,-2.2500,11.2500
2024-06-25,1898210,Eros Fantasy,1,skin_oleenDS_arcade,,US,United States,North America,17,0,17,16.22,USD,275.8100,0.0000,-16.8600,258.9500
2024-06-26,1898210,Eros Fantasy,1,skin_oleenDS_arcade,,AU,Australia,Oceania,11,0,11,12.09,USD,133.0000,0.0000,-12.1000,120.9000
2024-06-26,1898210,Eros Fantasy,1,skin_oleenDS_arcade,,CA,Canada,North America,10,0,10,18.41,USD,184.1000,0.0000,-21.7100,162.3900
2024-06-26,1898210,Eros Fantasy,1,skin_oleenDS_arcade,,KW,Kuwait,Middle East,1,0,1,5.00,USD,5.0000,0.0000,0.0000,5.0000
2024-06-26,1898210,Eros Fantasy,1,skin_oleenDS_arcade,,NL,Netherlands,Western Europe,3,0,3,6.00,USD,17.9900,0.0000,-3.1300,14.8600
2024-06-26,1898210,Eros Fantasy,1,skin_oleenDS_arcade,,US,United States,North America,3,0,3,27.26,USD,81.7900,0.0000,-1.8000,79.9900
2024-06-27,1898210,Eros Fantasy,1,skin_oleenDS_arcade,,CA,Canada,North America,19,0,19,6.92,USD,131.4300,0.0000,-15.4400,115.9900
2024-06-27,1898210,Eros Fantasy,1,skin_oleenDS_arcade,,GB,United Kingdom,Western Europe,2,0,2,5.00,USD,10.0000,0.0000,-1.6600,8.3400
2024-06-27,1898210,Eros Fantasy,1,skin_oleenDS_arcade,,US,United States,North America,45,0,45,15.63,USD,703.5000,0.0000,-22.5700,680.9300
2024-06-28,1898210,Eros Fantasy,1,skin_oleenDS_arcade,,AU,Australia,Oceania,1,0,1,20.00,USD,20.0000,0.0000,-1.8200,18.1800
2024-06-28,1898210,Eros Fantasy,1,skin_oleenDS_arcade,,CA,Canada,North America,18,0,18,18.93,USD,340.7400,0.0000,-38.3500,302.3900
2024-06-28,1898210,Eros Fantasy,1,skin_oleenDS_arcade,,KW,Kuwait,Middle East,1,0,1,5.00,USD,5.0000,0.0000,0.0000,5.0000
2024-06-28,1898210,Eros Fantasy,1,skin_oleenDS_arcade,,US,United States,North America,22,0,22,13.02,USD,286.3700,0.0000,-13.8900,272.4800
2024-06-29,1898210,Eros Fantasy,1,skin_oleenDS_arcade,,CA,Canada,North America,4,0,4,13.46,USD,53.8300,0.0000,-6.8400,46.9900
2024-06-29,1898210,Eros Fantasy,1,skin_oleenDS_arcade,,DE,Germany,Western Europe,1,0,1,10.00,USD,10.0000,0.0000,-1.6000,8.4000
2024-06-29,1898210,Eros Fantasy,1,skin_oleenDS_arcade,,RU,Russian Federation,Central Asia,1,0,1,5.00,USD,5.0000,0.0000,-0.8300,4.1700
2024-06-29,1898210,Eros Fantasy,1,skin_oleenDS_arcade,,SE,Sweden,Western Europe,2,0,2,13.50,USD,27.0000,0.0000,-5.4000,21.6000
2024-06-29,1898210,Eros Fantasy,1,skin_oleenDS_arcade,,US,United States,North America,10,0,10,11.26,USD,112.5500,0.0000,-3.0800,109.4700
2024-06-30,1898210,Eros Fantasy,1,skin_oleenDS_arcade,,CA,Canada,North America,14,0,14,20.62,USD,288.6300,0.0000,-28.0700,260.5600
2024-06-30,1898210,Eros Fantasy,1,skin_oleenDS_arcade,,DE,Germany,Western Europe,4,0,4,14.25,USD,57.0000,0.0000,-9.1000,47.9000
2024-06-30,1898210,Eros Fantasy,1,skin_oleenDS_arcade,,KR,Korea Republic of,Asia,1,0,1,25.00,USD,25.0000,0.0000,-2.2700,22.7300
2024-06-30,1898210,Eros Fantasy,1,skin_oleenDS_arcade,,NL,Netherlands,Western Europe,3,0,3,12.83,USD,38.5000,0.0000,-6.6800,31.8200
2024-06-30,1898210,Eros Fantasy,1,skin_oleenDS_arcade,,US,United States,North America,24,0,24,18.83,USD,451.8500,0.0000,-27.5700,424.2800
2024-07-01,1898210,Eros Fantasy,1,skin_oleenDS_arcade,,AT,Austria,Western Europe,11,0,11,14.99,USD,164.9300,0.0000,-27.4900,137.4400
2024-07-01,1898210,Eros Fantasy,1,skin_oleenDS_arcade,,CA,Canada,North America,19,0,19,14.19,USD,269.5800,0.0000,-35.1000,234.4800
2024-07-01,1898210,Eros Fantasy,1,skin_oleenDS_arcade,,FR,France,Western Europe,9,0,9,15.21,USD,136.9200,0.0000,-22.8100,114.1100
2024-07-01,1898210,Eros Fantasy,1,skin_oleenDS_arcade,,RU,Russian Federation,Central Asia,2,0,2,16.75,USD,33.5000,0.0000,-5.5800,27.9200
2024-07-01,1898210,Eros Fantasy,1,skin_oleenDS_arcade,,US,United States,North America,11,0,11,23.55,USD,259.0800,0.0000,-14.1500,244.9300
2024-07-02,1898210,Eros Fantasy,1,skin_oleenDS_arcade,,CA,Canada,North America,1,0,1,5.60,USD,5.6000,0.0000,-0.6000,5.0000
2024-07-02,1898210,Eros Fantasy,1,skin_oleenDS_arcade,,FR,France,Western Europe,1,0,1,13.99,USD,13.9900,0.0000,-2.3300,11.6600
2024-07-02,1898210,Eros Fantasy,1,skin_oleenDS_arcade,,GB,United Kingdom,Western Europe,1,0,1,5.00,USD,5.0000,0.0000,-0.8300,4.1700
2024-07-02,1898210,Eros Fantasy,1,skin_oleenDS_arcade,,US,United States,North America,10,0,10,11.97,USD,119.6500,0.0000,-4.6800,114.9700
2024-07-03,1898210,Eros Fantasy,1,skin_oleenDS_arcade,,AT,Austria,Western Europe,2,0,2,5.00,USD,9.9900,0.0000,-1.6600,8.3300
2024-07-03,1898210,Eros Fantasy,1,skin_oleenDS_arcade,,BG,Bulgaria,Eastern Europe,1,0,1,5.00,USD,5.0000,0.0000,-0.8300,4.1700
2024-07-03,1898210,Eros Fantasy,1,skin_oleenDS_arcade,,CA,Canada,North America,2,0,2,10.64,USD,21.2700,0.0000,-2.7700,18.5000
2024-07-03,1898210,Eros Fantasy,1,skin_oleenDS_arcade,,US,United States,North America,10,0,10,12.56,USD,125.6100,0.0000,-6.1200,119.4900
2024-07-04,1898210,Eros Fantasy,1,skin_oleenDS_arcade,,AT,Austria,Western Europe,3,0,3,7.33,USD,21.9800,0.0000,-3.6700,18.3100
2024-07-04,1898210,Eros Fantasy,1,skin_oleenDS_arcade,,CA,Canada,North America,4,0,4,44.79,USD,179.1600,0.0000,-19.2000,159.9600
2024-07-04,1898210,Eros Fantasy,1,skin_oleenDS_arcade,,CH,Switzerland,Western Europe,1,0,1,13.50,USD,13.5000,0.0000,-1.0100,12.4900
2024-07-04,1898210,Eros Fantasy,1,skin_oleenDS_arcade,,GB,United Kingdom,Western Europe,2,0,2,12.50,USD,24.9900,0.0000,-4.1600,20.8300
2024-07-04,1898210,Eros Fantasy,1,skin_oleenDS_arcade,,US,United States,North America,27,0,27,29.27,USD,790.4000,0.0000,-14.5200,775.8800
2024-07-05,1898210,Eros Fantasy,1,skin_oleenDS_arcade,,AT,Austria,Western Europe,11,0,11,35.22,USD,387.4400,0.0000,-64.5900,322.8500
2024-07-05,1898210,Eros Fantasy,1,skin_oleenDS_arcade,,CA,Canada,North America,34,0,34,31.46,USD,1069.7900,0.0000,-123.9700,945.8200
2024-07-05,1898210,Eros Fantasy,1,skin_oleenDS_arcade,,DE,Germany,Western Europe,6,0,6,7.17,USD,43.0000,0.0000,-6.8800,36.1200
2024-07-05,1898210,Eros Fantasy,1,skin_oleenDS_arcade,,DK,Denmark,Western Europe,1,0,1,10.00,USD,10.0000,0.0000,-2.0000,8.0000
2024-07-05,1898210,Eros Fantasy,1,skin_oleenDS_arcade,,ES,Spain,Western Europe,2,0,2,20.00,USD,40.0000,0.0000,-6.9500,33.0500
2024-07-05,1898210,Eros Fantasy,1,skin_oleenDS_arcade,,FR,France,Western Europe,3,0,3,29.67,USD,89.0000,0.0000,-14.8400,74.1600
2024-07-05,1898210,Eros Fantasy,1,skin_oleenDS_arcade,,GB,United Kingdom,Western Europe,1,0,1,10.00,USD,10.0000,0.0000,-1.6700,8.3300
2024-07-05,1898210,Eros Fantasy,1,skin_oleenDS_arcade,,GG,Guernsey,Western Europe,1,0,1,10.00,USD,10.0000,0.0000,0.0000,10.0000
2024-07-05,1898210,Eros Fantasy,1,skin_oleenDS_arcade,,JP,Japan,Asia,3,0,3,11.17,USD,33.5000,0.0000,-3.0500,30.4500
2024-07-05,1898210,Eros Fantasy,1,skin_oleenDS_arcade,,NL,Netherlands,Western Europe,2,0,2,20.00,USD,40.0000,0.0000,-6.9500,33.0500
2024-07-05,1898210,Eros Fantasy,1,skin_oleenDS_arcade,,NO,Norway,Western Europe,1,0,1,25.00,USD,25.0000,0.0000,-5.0000,20.0000
2024-07-05,1898210,Eros Fantasy,1,skin_oleenDS_arcade,,RU,Russian Federation,Central Asia,1,0,1,10.00,USD,10.0000,0.0000,-1.6700,8.3300
2024-07-05,1898210,Eros Fantasy,1,skin_oleenDS_arcade,,SE,Sweden,Western Europe,1,0,1,10.00,USD,10.0000,0.0000,-2.0000,8.0000
2024-07-05,1898210,Eros Fantasy,1,skin_oleenDS_arcade,,US,United States,North America,97,0,97,25.22,USD,2446.7300,0.0000,-78.8900,2367.8400
2024-07-06,1898210,Eros Fantasy,1,skin_oleenDS_arcade,,AT,Austria,Western Europe,2,0,2,7.50,USD,14.9900,0.0000,-2.5000,12.4900
2024-07-06,1898210,Eros Fantasy,1,skin_oleenDS_arcade,,CA,Canada,North America,14,0,14,15.24,USD,213.3100,0.0000,-23.4000,189.9100
2024-07-06,1898210,Eros Fantasy,1,skin_oleenDS_arcade,,CH,Switzerland,Western Europe,4,0,4,18.24,USD,72.9700,0.0000,-5.4600,67.5100
2024-07-06,1898210,Eros Fantasy,1,skin_oleenDS_arcade,,JP,Japan,Asia,1,0,1,30.00,USD,30.0000,0.0000,-2.7300,27.2700
2024-07-06,1898210,Eros Fantasy,1,skin_oleenDS_arcade,,SE,Sweden,Western Europe,3,0,3,29.67,USD,89.0000,0.0000,-17.8000,71.2000
2024-07-06,1898210,Eros Fantasy,1,skin_oleenDS_arcade,,US,United States,North America,39,0,39,25.72,USD,1003.0400,0.0000,-49.1800,953.8600
2024-07-07,1898210,Eros Fantasy,1,skin_oleenDS_arcade,,AT,Austria,Western Europe,4,0,4,4.00,USD,15.9800,0.0000,-2.6600,13.3200
