
Fecha,Año,Trimestre,Mes,Mes_Nombre,DiaSemana,DiaSemana_Nombre,Plataforma,Juego,DAU,Descargas,Ingresos_USD,Ingresos_Brutos_USD,Unidades_Vendidas,Usuarios_Concurrentes_Pico,Oro_Gastado_USD,ARPDAU,ARPU,ARPPU
2023-12-30,2023,2023Q4,12,diciembre,5,sábado,Canal A,Proyecto Aurora,1529,37.0,776.9399999999999,833.4100000000001,52.0,151.0,,,,
2023-12-30,2023,2023Q4,12,diciembre,5,sábado,Canal B,Proyecto Aurora,3399,64.0,1198.07,,,,1198.07,35.25,0.29,3423.06
2023-12-31,2023,2023Q4,12,diciembre,6,domingo,Canal A,Proyecto Aurora,1546,59.0,1125.44,1211.54,78.0,155.0,,,,
2023-12-31,2023,2023Q4,12,diciembre,6,domingo,Canal B,Proyecto Aurora,3367,82.0,774.66,,,,774.66,23.01,0.19,3521.18
2024-01-01,2024,2024Q1,1,enero,0,lunes,Canal A,Proyecto Aurora,1555,49.0,696.0799999999999,770.3900000000001,44.0,132.0,,,,
2024-01-01,2024,2024Q1,1,enero,0,lunes,Canal B,Proyecto Aurora,3390,57.0,273.4,,,,273.4,8.06,0.07,2278.33
2024-01-02,2024,2024Q1,1,enero,1,martes,Canal A,Proyecto Aurora,1579,51.0,726.1,779.77,58.0,131.0,,,,
2024-01-02,2024,2024Q1,1,enero,1,martes,Canal A,Proyecto Aurora,1579,54.0,726.1,779.77,58.0,131.0,,,,
2024-01-02,2024,2024Q1,1,enero,1,martes,Canal B,Proyecto Aurora,3588,67.0,747.69,,,,747.69,20.84,0.18,2492.3
2024-01-03,2024,2024Q1,1,enero,2,miércoles,Canal A,Proyecto Aurora,1608,35.0,503.68,535.4399999999999,42.0,146.0,,,,
2024-01-03,2024,2024Q1,1,enero,2,miércoles,Canal A,Proyecto Aurora,1608,73.0,503.68,535.4399999999999,42.0,146.0,,,,
2024-01-03,2024,2024Q1,1,enero,2,miércoles,Canal B,Proyecto Aurora,3638,111.0,771.03,,,,771.03,21.19,0.18,2658.72
2024-01-04,2024,2024Q1,1,enero,3,jueves,Canal A,Proyecto Aurora,1617,56.0,1882.04,2011.04,133.0,139.0,,,,
2024-01-04,2024,2024Q1,1,enero,3,jueves,Canal B,Proyecto Aurora,3680,101.0,820.25,,,,820.25,22.29,0.2,3728.41
2024-01-05,2024,2024Q1,1,enero,4,viernes,Canal A,Proyecto Aurora,1708,106.0,3621.94,3900.25,256.0,180.0,,,,
2024-01-05,2024,2024Q1,1,enero,4,viernes,Canal A,Proyecto Aurora,1708,31.0,3621.94,3900.25,256.0,180.0,,,,
2024-01-05,2024,2024Q1,1,enero,4,viernes,Canal B,Proyecto Aurora,3927,181.0,4367.47,,,,4367.47,111.22,1.04,4799.42
2024-01-06,2024,2024Q1,1,enero,5,sábado,Canal A,Proyecto Aurora,1709,108.0,1290.09,1394.51,82.0,200.0,,,,
2024-01-06,2024,2024Q1,1,enero,5,sábado,Canal A,Proyecto Aurora,1709,61.0,1290.09,1394.51,82.0,200.0,,,,
2024-01-06,2024,2024Q1,1,enero,5,sábado,Canal B,Proyecto Aurora,4509,324.0,1838.93,,,,1838.93,40.78,0.44,3343.51
2024-01-07,2024,2024Q1,1,enero,6,domingo,Canal A,Proyecto Aurora,1715,86.0,1191.16,1296.5700000000002,67.0,187.0,,,,
2024-01-07,2024,2024Q1,1,enero,6,domingo,Canal A,Proyecto Aurora,1715,40.0,1191.16,1296.5700000000002,67.0,187.0,,,,
2024-01-07,2024,2024Q1,1,enero,6,domingo,Canal B,Proyecto Aurora,4071,128.0,875.96,,,,875.96,21.52,0.21,2433.22
2024-01-08,2024,2024Q1,1,enero,0,lunes,Canal A,Proyecto Aurora,1598,57.0,626.05,681.6099999999999,56.0,173.0,,,,
2024-01-08,2024,2024Q1,1,enero,0,lunes,Canal B,Proyecto Aurora,3833,76.0,609.48,,,,609.48,15.9,0.14,3585.18
2024-01-09,2024,2024Q1,1,enero,1,martes,Canal A,Proyecto Aurora,1587,55.0,303.66,325.41,26.0,141.0,,,,
2024-01-09,2024,2024Q1,1,enero,1,martes,Canal A,Proyecto Aurora,1587,68.0,303.66,325.41,26.0,141.0,,,,
2024-01-09,2024,2024Q1,1,enero,1,martes,Canal B,Proyecto Aurora,3697,59.0,305.93,,,,305.93,8.28,0.07,1699.61
2024-01-10,2024,2024Q1,1,enero,2,miércoles,Canal A,Proyecto Aurora,1572,41.0,657.7,702.44,38.0,145.0,,,,
2024-01-10,2024,2024Q1,1,enero,2,miércoles,Canal A,Proyecto Aurora,1572,80.0,657.7,702.44,38.0,145.0,,,,
2024-01-10,2024,2024Q1,1,enero,2,miércoles,Canal B,Proyecto Aurora,3499,56.0,289.47,,,,289.47,8.27,0.07,2226.69
2024-01-11,2024,2024Q1,1,enero,3,jueves,Canal A,Proyecto Aurora,1565,69.0,987.15,1080.46,75.0,138.0,,,,
2024-01-11,2024,2024Q1,1,enero,3,jueves,Canal A,Proyecto Aurora,1565,53.0,987.15,1080.46,75.0,138.0,,,,
2024-01-11,2024,2024Q1,1,enero,3,jueves,Canal B,Proyecto Aurora,3517,57.0,536.49,,,,536.49,15.25,0.13,2235.38
2024-01-12,2024,2024Q1,1,enero,4,viernes,Canal A,Proyecto Aurora,1577,58.0,844.3299999999999,913.9,70.0,162.0,,,,
2024-01-12,2024,2024Q1,1,enero,4,viernes,Canal B,Proyecto Aurora,3450,65.0,699.15,,,,699.15,20.27,0.17,2496.96
2024-01-13,2024,2024Q1,1,enero,5,sábado,Canal A,Proyecto Aurora,1561,62.0,984.41,1044.2,77.0,148.0,,,,
2024-01-13,2024,2024Q1,1,enero,5,sábado,Canal B,Proyecto Aurora,3430,83.0,812.74,,,,812.74,23.7,0.19,3125.92
2024-01-14,2024,2024Q1,1,enero,6,domingo,Canal A,Proyecto Aurora,1552,66.0,889.74,981.53,78.0,143.0,,,,
2024-01-14,2024,2024Q1,1,enero,6,domingo,Canal B,Proyecto Aurora,3731,77.0,585.17,,,,585.17,15.68,0.14,2250.65
2024-01-15,2024,2024Q1,1,enero,0,lunes,Canal A,Proyecto Aurora,1533,65.0,1018.58,1164.21,91.0,119.0,,,,
2024-01-15,2024,2024Q1,1,enero,0,lunes,Canal B,Proyecto Aurora,4043,142.0,1175.93,,,,1175.93,29.09,0.28,3919.77
2024-01-16,2024,2024Q1,1,enero,1,martes,Canal A,Proyecto Aurora,1554,78.0,1262.77,1454.63,107.0,133.0,,,,
2024-01-16,2024,2024Q1,1,enero,1,martes,Canal B,Proyecto Aurora,3812,81.0,802.09,,,,802.09,21.04,0.19,4010.45
2024-01-17,2024,2024Q1,1,enero,2,miércoles,Canal A,Proyecto Aurora,1543,61.0,779.6400000000001,868.26,53.0,123.0,,,,
2024-01-17,2024,2024Q1,1,enero,2,miércoles,Canal B,Proyecto Aurora,3555,59.0,540.87,,,,540.87,15.21,0.13,3181.59
2024-01-18,2024,2024Q1,1,enero,3,jueves,Canal A,Proyecto Aurora,1509,64.0,578.73,633.4000000000001,58.0,112.0,,,,
2024-01-18,2024,2024Q1,1,enero,3,jueves,Canal B,Proyecto Aurora,3435,55.0,655.38,,,,655.38,19.08,0.15,3276.9
2024-01-19,2024,2024Q1,1,enero,4,viernes,Canal A,Proyecto Aurora,1542,54.0,436.29,478.67,65.0,110.0,,,,
2024-01-19,2024,2024Q1,1,enero,4,viernes,Canal B,Proyecto Aurora,3556,158.0,675.75,,,,675.75,19.0,0.16,2111.72
2024-01-20,2024,2024Q1,1,enero,5,sábado,Canal A,Proyecto Aurora,1509,70.0,593.13,639.3299999999999,61.0,130.0,,,,
2024-01-20,2024,2024Q1,1,enero,5,sábado,Canal B,Proyecto Aurora,3683,166.0,605.61,,,,605.61,16.44,0.14,3028.05
2024-01-21,2024,2024Q1,1,enero,6,domingo,Canal A,Proyecto Aurora,1523,73.0,564.4300000000001,617.4,62.0,124.0,,,,
2024-01-21,2024,2024Q1,1,enero,6,domingo,Canal B,Proyecto Aurora,3698,117.0,473.7,,,,473.7,12.81,0.11,1973.75
2024-01-22,2024,2024Q1,1,enero,0,lunes,Canal A,Proyecto Aurora,1489,37.0,164.48000000000002,170.51,16.0,106.0,,,,
2024-01-22,2024,2024Q1,1,enero,0,lunes,Canal B,Proyecto Aurora,3447,73.0,210.3,,,,210.3,6.1,0.05,1752.5
2024-01-23,2024,2024Q1,1,enero,1,martes,Canal A,Proyecto Aurora,1464,29.0,377.0700000000001,411.02,25.0,98.0,,,,
2024-01-23,2024,2024Q1,1,enero,1,martes,Canal B,Proyecto Aurora,3288,61.0,167.4,,,,167.4,5.09,0.04,2092.5
2024-01-24,2024,2024Q1,1,enero,2,miércoles,Canal A,Proyecto Aurora,1470,31.0,255.02,289.8,27.0,91.0,,,,
2024-01-24,2024,2024Q1,1,enero,2,miércoles,Canal B,Proyecto Aurora,3222,49.0,200.37,,,,200.37,6.22,0.05,2504.63
2024-01-25,2024,2024Q1,1,enero,3,jueves,Canal A,Proyecto Aurora,1438,52.0,830.64,920.54,59.0,103.0,,,,
2024-01-25,2024,2024Q1,1,enero,3,jueves,Canal B,Proyecto Aurora,3178,62.0,260.34,,,,260.34,8.19,0.06,2366.73
2024-01-26,2024,2024Q1,1,enero,4,viernes,Canal A,Proyecto Aurora,1449,72.0,1802.81,1989.98,91.0,99.0,,,,
2024-01-26,2024,2024Q1,1,enero,4,viernes,Canal B,Proyecto Aurora,3282,57.0,807.68,,,,807.68,24.61,0.19,4038.4
2024-01-27,2024,2024Q1,1,enero,5,sábado,Canal A,Proyecto Aurora,1489,75.0,860.5799999999999,943.81,70.0,126.0,,,,
2024-01-27,2024,2024Q1,1,enero,5,sábado,Canal B,Proyecto Aurora,3225,60.0,1747.31,,,,1747.31,54.18,0.41,6720.42
2024-01-28,2024,2024Q1,1,enero,6,domingo,Canal A,Proyecto Aurora,1496,59.0,476.62,525.4300000000001,46.0,125.0,,,,
2024-01-28,2024,2024Q1,1,enero,6,domingo,Canal B,Proyecto Aurora,3680,171.0,1167.44,,,,1167.44,31.72,0.27,3765.94
2024-01-29,2024,2024Q1,1,enero,0,lunes,Canal A,Proyecto Aurora,1571,56.0,250.61,268.54,26.0,102.0,,,,
2024-01-29,2024,2024Q1,1,enero,0,lunes,Canal B,Proyecto Aurora,3470,169.0,573.62,,,,573.62,16.53,0.13,2868.1
2024-01-30,2024,2024Q1,1,enero,1,martes,Canal A,Proyecto Aurora,1572,47.0,454.43,521.35,43.0,95.0,,,,
2024-01-30,2024,2024Q1,1,enero,1,martes,Canal B,Proyecto Aurora,3439,133.0,678.06,,,,678.06,19.72,0.16,3568.74
2024-01-31,2024,2024Q1,1,enero,2,miércoles,Canal A,Proyecto Aurora,1555,61.0,770.9300000000001,847.47,40.0,107.0,,,,
2024-01-31,2024,2024Q1,1,enero,2,miércoles,Canal B,Proyecto Aurora,3310,61.0,576.07,,,,576.07,17.4,0.13,2618.5
2024-02-01,2024,2024Q1,2,febrero,3,jueves,Canal A,Proyecto Aurora,1548,0.0,589.97,641.12,51.0,92.0,,,,
2024-02-01,2024,2024Q1,2,febrero,3,jueves,Canal B,Proyecto Aurora,3298,59.0,558.81,,,,558.81,16.94,0.13,3725.4
2024-02-02,2024,2024Q1,2,febrero,4,viernes,Canal A,Proyecto Aurora,1525,47.0,488.52,535.89,53.0,98.0,,,,
2024-02-02,2024,2024Q1,2,febrero,4,viernes,Canal B,Proyecto Aurora,3340,77.0,660.58,,,,660.58,19.78,0.15,2277.86
2024-02-03,2024,2024Q1,2,febrero,5,sábado,Canal A,Proyecto Aurora,1527,68.0,307.63,328.11,32.0,108.0,,,,
2024-02-03,2024,2024Q1,2,febrero,5,sábado,Canal B,Proyecto Aurora,3287,77.0,194.31,,,,194.31,5.91,0.05,1214.44
2024-02-04,2024,2024Q1,2,febrero,6,domingo,Canal A,Proyecto Aurora,1532,0.0,504.72,543.51,42.0,112.0,,,,
2024-02-04,2024,2024Q1,2,febrero,6,domingo,Canal B,Proyecto Aurora,3327,57.0,255.83,,,,255.83,7.69,0.06,1279.15
2024-02-05,2024,2024Q1,2,febrero,0,lunes,Canal A,Proyecto Aurora,1523,50.0,418.1,448.26,37.0,114.0,,,,
2024-02-05,2024,2024Q1,2,febrero,0,lunes,Canal B,Proyecto Aurora,3337,59.0,289.88,,,,289.88,8.69,0.07,1811.75
2024-02-06,2024,2024Q1,2,febrero,1,martes,Canal A,Proyecto Aurora,1554,64.0,391.53,430.5,32.0,101.0,,,,
2024-02-06,2024,2024Q1,2,febrero,1,martes,Canal B,Proyecto Aurora,3270,60.0,314.34,,,,314.34,9.61,0.07,2619.5
2024-02-07,2024,2024Q1,2,febrero,2,miércoles,Canal A,Proyecto Aurora,1515,49.0,465.71,505.64,41.0,97.0,,,,
2024-02-07,2024,2024Q1,2,febrero,2,miércoles,Canal B,Proyecto Aurora,3274,60.0,279.88,,,,279.88,8.55,0.06,1473.05
2024-02-08,2024,2024Q1,2,febrero,3,jueves,Canal A,Proyecto Aurora,1568,0.0,5774.56,6176.56,192.0,100.0,,,,
2024-02-08,2024,2024Q1,2,febrero,3,jueves,Canal B,Proyecto Aurora,3206,47.0,565.32,,,,565.32,17.63,0.13,3325.41
2024-02-09,2024,2024Q1,2,febrero,4,viernes,Canal A,Proyecto Aurora,1698,52.0,6403.219999999999,6817.16,262.0,143.0,,,,
2024-02-09,2024,2024Q1,2,febrero,4,viernes,Canal B,Proyecto Aurora,4211,338.0,6811.44,,,,6811.44,161.75,1.57,7246.21
2024-02-10,2024,2024Q1,2,febrero,5,sábado,Canal A,Proyecto Aurora,1755,37.0,3772.21,4018.24,203.0,100.0,,,,
2024-02-10,2024,2024Q1,2,febrero,5,sábado,Canal B,Proyecto Aurora,4698,323.0,3623.19,,,,3623.19,77.12,0.83,3895.9
2024-02-11,2024,2024Q1,2,febrero,6,domingo,Canal A,Proyecto Aurora,1772,41.0,3314.06,3570.35,191.0,132.0,,,,
2024-02-11,2024,2024Q1,2,febrero,6,domingo,Canal B,Proyecto Aurora,4688,297.0,3300.28,,,,3300.28,70.4,0.76,5077.35
2024-02-12,2024,2024Q1,2,febrero,0,lunes,Canal A,Proyecto Aurora,1750,0.0,1970.9,2195.08,135.0,128.0,,,,
2024-02-12,2024,2024Q1,2,febrero,0,lunes,Canal B,Proyecto Aurora,4794,363.0,2336.9,,,,2336.9,48.75,0.54,4029.14
2024-02-13,2024,2024Q1,2,febrero,1,martes,Canal A,Proyecto Aurora,1749,93.0,4289.4400000000005,4615.91,214.0,109.0,,,,
2024-02-13,2024,2024Q1,2,febrero,1,martes,Canal B,Proyecto Aurora,4627,192.0,2358.86,,,,2358.86,50.98,0.54,3629.02
2024-02-14,2024,2024Q1,2,febrero,2,miércoles,Canal A,Proyecto Aurora,1762,105.0,1856.03,2044.3,115.0,138.0,,,,
2024-02-14,2024,2024Q1,2,febrero,2,miércoles,Canal B,Proyecto Aurora,4416,145.0,2996.45,,,,2996.45,67.85,0.68,5448.09
2024-02-15,2024,2024Q1,2,febrero,3,jueves,Canal A,Proyecto Aurora,1747,95.0,1198.59,1301.63,66.0,119.0,,,,
2024-02-15,2024,2024Q1,2,febrero,3,jueves,Canal B,Proyecto Aurora,4318,150.0,2520.11,,,,2520.11,58.36,0.57,4271.37
2024-02-16,2024,2024Q1,2,febrero,4,viernes,Canal A,Proyecto Aurora,1742,77.0,523.22,556.04,39.0,123.0,,,,
2024-02-16,2024,2024Q1,2,febrero,4,viernes,Canal B,Proyecto Aurora,4408,177.0,1074.14,,,,1074.14,24.37,0.24,3356.69
2024-02-17,2024,2024Q1,2,febrero,5,sábado,Canal A,Proyecto Aurora,1668,72.0,224.27,248.34,21.0,116.0,,,,
2024-02-17,2024,2024Q1,2,febrero,5,sábado,Canal B,Proyecto Aurora,4074,84.0,633.82,,,,633.82,15.56,0.14,3018.19
2024-02-18,2024,2024Q1,2,febrero,6,domingo,Canal A,Proyecto Aurora,1696,64.0,969.02,1064.16,68.0,116.0,,,,
2024-02-18,2024,2024Q1,2,febrero,6,domingo,Canal B,Proyecto Aurora,3991,71.0,287.42,,,,287.42,7.2,0.07,1596.78
2024-02-19,2024,2024Q1,2,febrero,0,lunes,Canal A,Proyecto Aurora,1703,83.0,433.83,486.54,26.0,112.0,,,,
2024-02-19,2024,2024Q1,2,febrero,0,lunes,Canal B,Proyecto Aurora,3890,74.0,386.87,,,,386.87,9.95,0.09,1758.5
2024-02-20,2024,2024Q1,2,febrero,1,martes,Canal A,Proyecto Aurora,1653,62.0,348.05,375.09,20.0,117.0,,,,
2024-02-20,2024,2024Q1,2,febrero,1,martes,Canal B,Proyecto Aurora,3808,76.0,528.35,,,,528.35,13.87,0.12,3302.19
2024-02-21,2024,2024Q1,2,febrero,2,miércoles,Canal A,Proyecto Aurora,1656,65.0,351.35,371.9500000000001,31.0,125.0,,,,
2024-02-21,2024,2024Q1,2,febrero,2,miércoles,Canal B,Proyecto Aurora,3833,62.0,272.43,,,,272.43,7.11,0.06,2270.25
2024-02-22,2024,2024Q1,2,febrero,3,jueves,Canal A,Proyecto Aurora,1656,59.0,1463.59,1608.46,69.0,113.0,,,,
2024-02-22,2024,2024Q1,2,febrero,3,jueves,Canal B,Proyecto Aurora,3714,59.0,308.94,,,,308.94,8.32,0.07,2574.5
2024-02-23,2024,2024Q1,2,febrero,4,viernes,Canal A,Proyecto Aurora,1731,79.0,1491.9699999999998,1623.65,122.0,131.0,,,,
2024-02-23,2024,2024Q1,2,febrero,4,viernes,Canal B,Proyecto Aurora,3964,145.0,1976.06,,,,1976.06,49.85,0.45,6374.39
2024-02-24,2024,2024Q1,2,febrero,5,sábado,Canal A,Proyecto Aurora,1746,77.0,641.72,705.1700000000001,56.0,134.0,,,,
2024-02-24,2024,2024Q1,2,febrero,5,sábado,Canal B,Proyecto Aurora,4009,94.0,615.1,,,,615.1,15.34,0.14,2460.4
2024-02-25,2024,2024Q1,2,febrero,6,domingo,Canal A,Proyecto Aurora,1787,69.0,1093.91,1188.11,82.0,140.0,,,,
2024-02-25,2024,2024Q1,2,febrero,6,domingo,Canal B,Proyecto Aurora,4032,97.0,725.58,,,,725.58,18.0,0.16,2687.33
2024-02-26,2024,2024Q1,2,febrero,0,lunes,Canal A,Proyecto Aurora,1809,101.0,4925.68,5276.34,276.0,147.0,,,,
2024-02-26,2024,2024Q1,2,febrero,0,lunes,Canal B,Proyecto Aurora,4028,92.0,2886.06,,,,2886.06,71.65,0.65,2975.32
2024-02-27,2024,2024Q1,2,febrero,1,martes,Canal A,Proyecto Aurora,1858,97.0,2271.02,2475.8,143.0,173.0,,,,
2024-02-27,2024,2024Q1,2,febrero,1,martes,Canal B,Proyecto Aurora,4436,209.0,1101.28,,,,1101.28,24.83,0.25,2247.51
2024-02-28,2024,2024Q1,2,febrero,2,miércoles,Canal A,Proyecto Aurora,1899,71.0,1209.4,1371.93,68.0,197.0,,,,
2024-02-28,2024,2024Q1,2,febrero,2,miércoles,Canal B,Proyecto Aurora,4029,56.0,871.85,,,,871.85,21.64,0.2,2564.26
2024-02-29,2024,2024Q1,2,febrero,3,jueves,Canal A,Proyecto Aurora,1846,65.0,1520.25,1626.36,119.0,180.0,,,,
2024-02-29,2024,2024Q1,2,febrero,3,jueves,Canal B,Proyecto Aurora,3948,68.0,942.87,,,,942.87,23.88,0.21,2142.89
2024-03-01,2024,2024Q1,3,marzo,4,viernes,Canal A,Proyecto Aurora,1843,0.0,853.56,919.71,65.0,167.0,,,,
2024-03-01,2024,2024Q1,3,marzo,4,viernes,Canal B,Proyecto Aurora,4015,102.0,871.68,,,,871.68,21.71,0.2,2641.45
2024-03-02,2024,2024Q1,3,marzo,5,sábado,Canal A,Proyecto Aurora,1785,55.0,701.4,748.9,49.0,173.0,,,,
2024-03-02,2024,2024Q1,3,marzo,5,sábado,Canal B,Proyecto Aurora,4092,83.0,682.61,,,,682.61,16.68,0.15,2730.44
2024-03-03,2024,2024Q1,3,marzo,6,domingo,Canal A,Proyecto Aurora,1799,68.0,687.36,716.65,49.0,187.0,,,,
2024-03-03,2024,2024Q1,3,marzo,6,domingo,Canal B,Proyecto Aurora,4187,81.0,377.84,,,,377.84,9.02,0.09,1889.2
2024-03-04,2024,2024Q1,3,marzo,0,lunes,Canal A,Proyecto Aurora,1850,0.0,707.6099999999999,763.96,65.0,174.0,,,,
2024-03-04,2024,2024Q1,3,marzo,0,lunes,Canal B,Proyecto Aurora,4044,61.0,930.82,,,,930.82,23.02,0.21,4432.48
2024-03-05,2024,2024Q1,3,marzo,1,martes,Canal A,Proyecto Aurora,1791,51.0,705.54,769.96,55.0,161.0,,,,
2024-03-05,2024,2024Q1,3,marzo,1,martes,Canal B,Proyecto Aurora,3982,75.0,303.91,,,,303.91,7.63,0.07,1899.44
2024-03-06,2024,2024Q1,3,marzo,2,miércoles,Canal A,Proyecto Aurora,1800,40.0,715.25,789.04,50.0,169.0,,,,
2024-03-06,2024,2024Q1,3,marzo,2,miércoles,Canal B,Proyecto Aurora,3985,64.0,557.32,,,,557.32,13.99,0.13,2143.54
2024-03-07,2024,2024Q1,3,marzo,3,jueves,Canal A,Proyecto Aurora,1826,34.0,2227.88,2362.58,81.0,145.0,,,,
2024-03-07,2024,2024Q1,3,marzo,3,jueves,Canal B,Proyecto Aurora,3927,50.0,482.43,,,,482.43,12.28,0.11,2097.52
2024-03-08,2024,2024Q1,3,marzo,4,viernes,Canal A,Proyecto Aurora,1835,0.0,1854.77,1996.39,100.0,155.0,,,,
2024-03-08,2024,2024Q1,3,marzo,4,viernes,Canal B,Proyecto Aurora,3853,73.0,1449.76,,,,1449.76,37.63,0.33,4264.0
2024-03-09,2024,2024Q1,3,marzo,5,sábado,Canal A,Proyecto Aurora,1840,46.0,3104.78,3359.8099999999995,132.0,158.0,,,,
2024-03-09,2024,2024Q1,3,marzo,5,sábado,Canal B,Proyecto Aurora,4070,106.0,1036.65,,,,1036.65,25.47,0.23,2879.58
2024-03-10,2024,2024Q1,3,marzo,6,domingo,Canal A,Proyecto Aurora,1809,46.0,1385.74,1530.83,112.0,161.0,,,,
2024-03-10,2024,2024Q1,3,marzo,6,domingo,Canal B,Proyecto Aurora,4066,102.0,1367.73,,,,1367.73,33.64,0.31,3907.8
2024-03-11,2024,2024Q1,3,marzo,0,lunes,Canal A,Proyecto Aurora,1798,59.0,4089.01,4389.48,307.0,165.0,,,,
2024-03-11,2024,2024Q1,3,marzo,0,lunes,Canal B,Proyecto Aurora,4046,132.0,4562.35,,,,4562.35,112.76,1.02,4185.64
2024-03-12,2024,2024Q1,3,marzo,1,martes,Canal A,Proyecto Aurora,1873,0.0,1656.18,1764.15,120.0,196.0,,,,
2024-03-12,2024,2024Q1,3,marzo,1,martes,Canal B,Proyecto Aurora,4239,213.0,1326.78,,,,1326.78,31.3,0.3,2764.13
2024-03-13,2024,2024Q1,3,marzo,2,miércoles,Canal A,Proyecto Aurora,1855,66.0,1769.73,1965.01,107.0,181.0,,,,
2024-03-13,2024,2024Q1,3,marzo,2,miércoles,Canal B,Proyecto Aurora,3986,153.0,539.43,,,,539.43,13.53,0.12,1926.54
2024-03-14,2024,2024Q1,3,marzo,3,jueves,Canal A,Proyecto Aurora,1836,79.0,1464.44,1597.89,108.0,173.0,,,,
2024-03-14,2024,2024Q1,3,marzo,3,jueves,Canal B,Proyecto Aurora,3977,96.0,805.88,,,,805.88,20.26,0.18,2778.9
2024-03-15,2024,2024Q1,3,marzo,4,viernes,Canal A,Proyecto Aurora,1811,73.0,1034.19,1128.07,76.0,165.0,,,,
2024-03-15,2024,2024Q1,3,marzo,4,viernes,Canal B,Proyecto Aurora,3882,83.0,774.39,,,,774.39,19.95,0.17,3519.95
2024-03-16,2024,2024Q1,3,marzo,5,sábado,Canal A,Proyecto Aurora,1760,63.0,579.5600000000001,630.1800000000001,52.0,155.0,,,,
2024-03-16,2024,2024Q1,3,marzo,5,sábado,Canal B,Proyecto Aurora,3706,86.0,747.87,,,,747.87,20.18,0.17,3251.61
2024-03-17,2024,2024Q1,3,marzo,6,domingo,Canal A,Proyecto Aurora,1775,76.0,732.0899999999999,778.32,55.0,158.0,,,,
2024-03-17,2024,2024Q1,3,marzo,6,domingo,Canal B,Proyecto Aurora,3714,77.0,647.9,,,,647.9,17.44,0.14,3085.24
2024-03-18,2024,2024Q1,3,marzo,0,lunes,Canal A,Proyecto Aurora,1799,58.0,516.62,575.31,38.0,155.0,,,,
2024-03-18,2024,2024Q1,3,marzo,0,lunes,Canal B,Proyecto Aurora,3633,76.0,472.94,,,,472.94,13.02,0.11,2489.16
2024-03-19,2024,2024Q1,3,marzo,1,martes,Canal A,Proyecto Aurora,1764,57.0,564.99,611.44,42.0,154.0,,,,
2024-03-19,2024,2024Q1,3,marzo,1,martes,Canal B,Proyecto Aurora,3592,55.0,260.98,,,,260.98,7.27,0.06,1373.58
2024-03-20,2024,2024Q1,3,marzo,2,miércoles,Canal A,Proyecto Aurora,1754,54.0,798.11,885.22,55.0,153.0,,,,
2024-03-20,2024,2024Q1,3,marzo,2,miércoles,Canal B,Proyecto Aurora,3487,51.0,290.99,,,,290.99,8.34,0.06,1818.69
2024-03-21,2024,2024Q1,3,marzo,3,jueves,Canal A,Proyecto Aurora,1757,58.0,1512.31,1590.7600000000002,131.0,145.0,,,,
2024-03-21,2024,2024Q1,3,marzo,3,jueves,Canal B,Proyecto Aurora,3463,71.0,272.48,,,,272.48,7.87,0.06,1602.82
2024-03-22,2024,2024Q1,3,marzo,4,viernes,Canal A,Proyecto Aurora,1798,72.0,1438.4,1551.86,161.0,152.0,,,,
2024-03-22,2024,2024Q1,3,marzo,4,viernes,Canal B,Proyecto Aurora,3555,139.0,1530.46,,,,1530.46,43.05,0.34,2125.64
2024-03-23,2024,2024Q1,3,marzo,5,sábado,Canal A,Proyecto Aurora,1806,60.0,1107.32,1176.96,104.0,191.0,,,,
2024-03-23,2024,2024Q1,3,marzo,5,sábado,Canal B,Proyecto Aurora,3604,130.0,1752.86,,,,1752.86,48.64,0.39,4076.42
2024-03-24,2024,2024Q1,3,marzo,6,domingo,Canal A,Proyecto Aurora,1802,75.0,1628.11,1742.39,111.0,172.0,,,,
2024-03-24,2024,2024Q1,3,marzo,6,domingo,Canal B,Proyecto Aurora,3785,111.0,1086.85,,,,1086.85,28.71,0.24,2012.69
2024-03-25,2024,2024Q1,3,marzo,0,lunes,Canal A,Proyecto Aurora,1811,77.0,1456.84,1615.78,58.0,162.0,,,,
2024-03-25,2024,2024Q1,3,marzo,0,lunes,Canal B,Proyecto Aurora,3577,92.0,346.15,,,,346.15,9.68,0.08,2036.18
2024-03-26,2024,2024Q1,3,marzo,1,martes,Canal A,Proyecto Aurora,1777,62.0,413.24,443.54,50.0,128.0,,,,
2024-03-26,2024,2024Q1,3,marzo,1,martes,Canal B,Proyecto Aurora,3655,75.0,453.11,,,,453.11,12.4,0.1,2059.59
2024-03-27,2024,2024Q1,3,marzo,2,miércoles,Canal A,Proyecto Aurora,1779,51.0,417.77,464.34,47.0,129.0,,,,
2024-03-27,2024,2024Q1,3,marzo,2,miércoles,Canal B,Proyecto Aurora,3743,77.0,819.96,,,,819.96,21.91,0.18,2733.2
2024-03-28,2024,2024Q1,3,marzo,3,jueves,Canal A,Proyecto Aurora,1723,61.0,518.04,568.71,66.0,134.0,,,,
2024-03-28,2024,2024Q1,3,marzo,3,jueves,Canal B,Proyecto Aurora,3652,61.0,661.65,,,,661.65,18.12,0.15,2646.6
2024-03-29,2024,2024Q1,3,marzo,4,viernes,Canal A,Proyecto Aurora,1693,56.0,246.27,266.54,37.0,121.0,,,,
2024-03-29,2024,2024Q1,3,marzo,4,viernes,Canal B,Proyecto Aurora,3644,75.0,447.57,,,,447.57,12.28,0.1,1398.66
